"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Soft Self-Consistency Improves Language Model Agents","https://scispace.com/paper/soft-self-consistency-improves-language-model-agents-1i314n7n4l","2024","Journal Article","arXiv.org","Han Wang
Archiki Prasad
Elias Stengel-Eskin
Mohit Bansal","10.48550/arxiv.2402.13212","","Generations from large language models (LLMs) can be improved by sampling and scoring multiple solutions to select a final answer. Current""sample and select""methods such as self-consistency (SC) rely on majority voting to score answers. However, when tasks have many distinct and valid answers, selection by voting requires a large number of samples. This makes SC prohibitively expensive for interactive tasks that involve generating multiple actions (answers) sequentially. After establishing that majority voting fails to provide consistent gains on such tasks, we demonstrate how to increase success rates by softening the scoring criterion. We introduce Soft Self-Consistency (Soft-SC), which replaces SC's discontinuous scoring with a continuous score computed from model likelihoods, allowing for selection even when actions are sparsely distributed. Soft-SC improves both performance and efficiency on long-horizon interactive tasks, requiring half as many samples as SC for comparable or better performance. For a fixed number of samples, Soft-SC leads to a 1.3% increase over SC in absolute success rate on writing bash programs, a 6.6% increase on online shopping (WebShop), and a 4.7% increase for an interactive household game (ALFWorld). Finally, we show that Soft-SC can be applied to both open-source and black-box models.","Soft Self-Consistency (Soft-SC), which replaces SC's discontinuous scoring with a continuous score computed from model likelihoods, allowing for selection even when actions are sparsely distributed, improves both performance and efficiency on long-horizon interactive tasks."
"Self-Contrast: Better Reflection Through Inconsistent Solving Perspectives","https://scispace.com/paper/self-contrast-better-reflection-through-inconsistent-solving-qut6gr4oui","2024","Journal Article","arXiv.org","Wenqi Zhang
Yongliang Shen
Linjuan Wu
Qiuying Peng
Jun Wang
Yueting Zhuang
Weiming Lu","10.48550/arxiv.2401.02009","","The reflection capacity of Large Language Model (LLM) has garnered extensive attention. A post-hoc prompting strategy, e.g., reflexion and self-refine, refines LLM's response based on self-evaluated or external feedback. However, recent research indicates without external feedback, LLM's intrinsic reflection is unstable. Our investigation unveils that the key bottleneck is the quality of the self-evaluated feedback. We find LLMs often exhibit overconfidence or high randomness when self-evaluate, offering stubborn or inconsistent feedback, which causes poor reflection. To remedy this, we advocate Self-Contrast: It adaptively explores diverse solving perspectives tailored to the request, contrasts the differences, and summarizes these discrepancies into a checklist which could be used to re-examine and eliminate discrepancies. Our method endows LLM with diverse perspectives to alleviate stubborn biases. Moreover, their discrepancies indicate potential errors or inherent uncertainties that LLM often overlooks. Reflecting upon these can catalyze more accurate and stable reflection. Experiments conducted on a series of reasoning and translation tasks with different LLMs serve to underscore the effectiveness and generality of our strategy.","Self-Contrast is advocated: It adaptively explores diverse solving perspectives tailored to the request, contrasts the differences, and summarizes these discrepancies into a checklist which could be used to re-examine and eliminate discrepancies."
"Self-Discover: Large Language Models Self-Compose Reasoning Structures","https://scispace.com/paper/self-discover-large-language-models-self-compose-reasoning-509u63b3kw","2024","Journal Article","arXiv.org","Pei Zhou
Jay Pujara
Xiang Ren
Xinyun Chen
Heng-Tze Cheng
Quoc V. Le
E. Chi
Denny Zhou
Swaroop Mishra
Huaixiu Steven Zheng","10.48550/arxiv.2402.03620","https://scispace.compdf/self-discover-large-language-models-self-compose-reasoning-509u63b3kw.pdf","We introduce SELF-DISCOVER, a general framework for LLMs to self-discover the task-intrinsic reasoning structures to tackle complex reasoning problems that are challenging for typical prompting methods. Core to the framework is a self-discovery process where LLMs select multiple atomic reasoning modules such as critical thinking and step-by-step thinking, and compose them into an explicit reasoning structure for LLMs to follow during decoding. SELF-DISCOVER substantially improves GPT-4 and PaLM 2's performance on challenging reasoning benchmarks such as BigBench-Hard, grounded agent reasoning, and MATH, by as much as 32% compared to Chain of Thought (CoT). Furthermore, SELF-DISCOVER outperforms inference-intensive methods such as CoT-Self-Consistency by more than 20%, while requiring 10-40x fewer inference compute. Finally, we show that the self-discovered reasoning structures are universally applicable across model families: from PaLM 2-L to GPT-4, and from GPT-4 to Llama2, and share commonalities with human reasoning patterns.","SELF-DISCOVER substantially improves GPT-4 and PaLM 2's performance on challenging reasoning benchmarks such as BigBench-Hard, grounded agent reasoning, and MATH, and outperforms inference-intensive methods such as CoT-Self-Consistency by more than 20%, while requiring 10-40x fewer inference compute."
"IterAlign: Iterative Constitutional Alignment of Large Language Models","https://scispace.com/paper/iteralign-iterative-constitutional-alignment-of-large-4rsko9zqon","2024","Journal Article","arXiv.org","Xiusi Chen
Hongzhi Wen
Sreyashi Nag
Chen Luo
Qingyu Yin
Ruirui Li
Zheng Li
Wei Wang","10.48550/arxiv.2403.18341","https://scispace.compdf/iteralign-iterative-constitutional-alignment-of-large-4rsko9zqon.pdf","With the rapid development of large language models (LLMs), aligning LLMs with human values and societal norms to ensure their reliability and safety has become crucial. Reinforcement learning with human feedback (RLHF) and Constitutional AI (CAI) have been proposed for LLM alignment. However, these methods require either heavy human annotations or explicitly pre-defined constitutions, which are labor-intensive and resource-consuming. To overcome these drawbacks, we study constitution-based LLM alignment and propose a data-driven constitution discovery and self-alignment framework called IterAlign. IterAlign leverages red teaming to unveil the weaknesses of an LLM and automatically discovers new constitutions using a stronger LLM. These constitutions are then used to guide self-correction of the base LLM. Such a constitution discovery pipeline can be run iteratively and automatically to discover new constitutions that specifically target the alignment gaps in the current LLM. Empirical results on several safety benchmark datasets and multiple base LLMs show that IterAlign successfully improves truthfulness, helpfulness, harmlessness and honesty, improving the LLM alignment by up to $13.5\%$ in harmlessness.","IterAlign is a data-driven constitution discovery and self-alignment framework for LLMs that iteratively discovers new constitutions to improve alignment with human values and societal norms."
"Self-Refinement of Language Models from External Proxy Metrics Feedback","https://scispace.com/paper/self-refinement-of-language-models-from-external-proxy-3h7cix2tlu","2024","Journal Article","arXiv.org","Keshav Ramji
Young Suk Lee
R. Astudillo
M. Sultan
Tahira Naseem
Asim Munawar
Radu Florian
Salim Roukos","10.48550/arxiv.2403.00827","","It is often desirable for Large Language Models (LLMs) to capture multiple objectives when providing a response. In document-grounded response generation, for example, agent responses are expected to be relevant to a user's query while also being grounded in a given document. In this paper, we introduce Proxy Metric-based Self-Refinement (ProMiSe), which enables an LLM to refine its own initial response along key dimensions of quality guided by external metrics feedback, yielding an overall better final response. ProMiSe leverages feedback on response quality through principle-specific proxy metrics, and iteratively refines its response one principle at a time. We apply ProMiSe to open source language models Flan-T5-XXL and Llama-2-13B-Chat, to evaluate its performance on document-grounded question answering datasets, MultiDoc2Dial and QuAC, demonstrating that self-refinement improves response quality. We further show that fine-tuning Llama-2-13B-Chat on the synthetic dialogue data generated by ProMiSe yields significant performance improvements over the zero-shot baseline as well as a supervised fine-tuned model on human annotated data.","ProMiSe self-refines LLMs using external proxy metrics feedback to generate better responses grounded in documents."
"MIDGARD: Self-Consistency Using Minimum Description Length for
  Structured Commonsense Reasoning","https://scispace.com/paper/midgard-self-consistency-using-minimum-description-length-4ncj5ilpwn","2024","Preprint","","Inderjeet Nair
Lu Wang","10.48550/arxiv.2405.05189","https://scispace.compdf/midgard-self-consistency-using-minimum-description-length-4ncj5ilpwn.pdf","We study the task of conducting structured reasoning as generating a reasoning graph from natural language input using large language models (LLMs). Previous approaches have explored various prompting schemes, yet they suffer from error propagation due to the autoregressive nature and single-pass-based decoding, which lack error correction capability. Additionally, relying solely on a single sample may result in the omission of true nodes and edges. To counter this, we draw inspiration from self-consistency (SC), which involves sampling a diverse set of reasoning chains and taking the majority vote as the final answer. To tackle the substantial challenge of applying SC on generated graphs, we propose MIDGARD (MInimum Description length Guided Aggregation of Reasoning in Directed acyclic graph) that leverages Minimum Description Length (MDL)-based formulation to identify consistent properties among the different graph samples generated by an LLM. This formulation helps reject properties that appear in only a few samples, which are likely to be erroneous, while enabling the inclusion of missing elements without compromising precision. Our method demonstrates superior performance than comparisons across various structured reasoning tasks, including argument structure extraction, explanation graph generation, inferring dependency relations among actions for everyday tasks, and semantic graph generation from natural texts. ","MIDGARD employs self-consistency and minimum description length to generate structured reasoning graphs from natural language input, improving accuracy and addressing error propagation issues."
"Language Models with Rationality","https://scispace.com/paper/language-models-with-rationality-uk5jjbjc","2023","Journal Article","arXiv.org","Nora Kassner
Oyvind Tafjord
Ashish Sabharwal
Kyle Richardson
Hinrich Schuetze
Peter Clark","10.48550/arXiv.2305.14250","https://scispace.compdf/language-models-with-rationality-uk5jjbjc.pdf","While large language models (LLMs) are proficient at question-answering (QA), the dependencies between their answers and other""beliefs""they may have about the world are typically unstated, and may even be in conflict. Our goal is to uncover such dependencies and reduce inconsistencies among them, so that answers are supported by faithful, system-believed chains of reasoning drawn from a consistent network of beliefs. Our approach, which we call REFLEX, is to add a""rational"", self-reflecting layer on top of the LLM. First, given a question, we construct a belief graph using a backward-chaining process to materialize relevant model""beliefs""(including beliefs about answer candidates) and the inferential relationships between them. Second, we identify and minimize contradictions in that graph using a formal constraint reasoner. We find that REFLEX significantly improves consistency (by 8%-11% absolute) without harming overall answer accuracy, resulting in answers supported by faithful chains of reasoning drawn from a more consistent belief system. This suggests a new style of system architecture, in which an LLM extended with a rational layer of self-reflection can repair latent inconsistencies within the LLM alone.","The authors propose a self-reflecting layer on top of a language model to uncover dependencies and reduce inconsistencies among them, so that answers are supported by system-believed chains of reasoning drawn from a consistent network of beliefs."
"Language Models with Rationality","https://scispace.com/paper/language-models-with-rationality-mlqglqqe","2023","Posted Content","","","10.48550/arxiv.2305.14250","https://scispace.com/pdf/language-models-with-rationality-mlqglqqe.pdf","While large language models (LLMs) are proficient at question-answering (QA), the dependencies between their answers and other ""beliefs"" they may have about the world are typically unstated, and may even be in conflict. Our goal is to uncover such dependencies and reduce inconsistencies among them, so that answers are supported by faithful, system-believed chains of reasoning drawn from a consistent network of beliefs. Our approach, which we call REFLEX, is to add a ""rational"", self-reflecting layer on top of the LLM. First, given a question, we construct a belief graph using a backward-chaining process to materialize relevant model ""beliefs"" (including beliefs about answer candidates) and the inferential relationships between them. Second, we identify and minimize contradictions in that graph using a formal constraint reasoner. We find that REFLEX significantly improves consistency (by 8%-11% absolute) without harming overall answer accuracy, resulting in answers supported by faithful chains of reasoning drawn from a more consistent belief system. This suggests a new style of system architecture, in which an LLM extended with a rational layer of self-reflection can repair latent inconsistencies within the LLM alone. ","The authors propose to add a self-reflecting layer on top of the LLM to uncover the dependencies and reduce inconsistencies among them, so that answers are supported by faithful, system-believed chains of reasoning drawn from a consistent network of beliefs."
"Self-Consistent Decoding for More Factual Open Responses","https://scispace.com/paper/self-consistent-decoding-for-more-factual-open-responses-noscb3giy9","2024","Journal Article","arXiv.org","Christopher Malon
Xiaodan Zhu","10.48550/arxiv.2403.00696","","Self-consistency has emerged as a powerful method for improving the accuracy of short answers generated by large language models. As previously defined, it only concerns the accuracy of a final answer parsed from generated text. In this work, we extend the idea to open response generation, by integrating voting into the decoding method. Each output sentence is selected from among multiple samples, conditioning on the previous selections, based on a simple token overlap score. We compare this""Sample&Select""method to greedy decoding, beam search, nucleus sampling, and the recently introduced hallucination avoiding decoders of DoLA, P-CRR, and S-CRR. We show that Sample&Select improves factuality by a 30% relative margin against these decoders in NLI-based evaluation on the subsets of CNN/DM and XSum used in the FRANK benchmark, while maintaining comparable ROUGE-1 F1 scores against reference summaries. We collect human verifications of the generated summaries, confirming the factual superiority of our method.","Self-consistent decoding improves factuality of open responses by integrating voting into the decoding process."
"DiversiGATE: A Comprehensive Framework for Reliable Large Language
  Models","https://scispace.com/paper/diversigate-a-comprehensive-framework-for-reliable-large-1vug58ns","2023","Posted Content","","","10.48550/arxiv.2306.13230","https://scispace.com/pdf/diversigate-a-comprehensive-framework-for-reliable-large-1vug58ns.pdf","In this paper, we introduce DiversiGATE, a unified framework that consolidates diverse methodologies for LLM verification. The proposed framework comprises two main components: Diversification and Aggregation which provide a holistic perspective on existing verification approaches, such as Self-Consistency, Math Prompter and WebGPT. Furthermore, we propose a novel `SelfLearner' model that conforms to the DiversiGATE framework which can learn from its own outputs and refine its performance over time, leading to improved accuracy. To evaluate the effectiveness of SelfLearner, we conducted a rigorous series of experiments, including tests on synthetic data as well as on popular arithmetic reasoning benchmarks such as GSM8K. Our results demonstrate that our approach outperforms traditional LLMs, achieving a considerable 54.8% -> 61.8% improvement on the GSM8K benchmark. ","In this article , a unified framework that consolidates diverse methodologies for LLM verification is proposed, including Self-Consistency, Math Prompter and WebGPT, which can learn from its own outputs and refine its performance over time."
"DiversiGATE: A Comprehensive Framework for Reliable Large Language Models","https://scispace.com/paper/diversigate-a-comprehensive-framework-for-reliable-large-u1adp73h","2023","Journal Article","arXiv.org","Shima Imani
Harsh Shrivastava","10.48550/arXiv.2306.13230","","In this paper, we introduce DiversiGATE, a unified framework that consolidates diverse methodologies for LLM verification. The proposed framework comprises two main components: Diversification and Aggregation which provide a holistic perspective on existing verification approaches, such as Self-Consistency, Math Prompter and WebGPT. Furthermore, we propose a novel `SelfLearner' model that conforms to the DiversiGATE framework which can learn from its own outputs and refine its performance over time, leading to improved accuracy. To evaluate the effectiveness of SelfLearner, we conducted a rigorous series of experiments, including tests on synthetic data as well as on popular arithmetic reasoning benchmarks such as GSM8K. Our results demonstrate that our approach outperforms traditional LLMs, achieving a considerable 54.8% ->61.8% improvement on the GSM8K benchmark.","In this paper , a unified framework that consolidates diverse methodologies for LLM verification is proposed, including Self-Consistency, Math Prompter and WebGPT, which can learn from its own outputs and refine its performance over time."
"CERET: Cost-Effective Extrinsic Refinement for Text Generation","https://scispace.com/paper/ceret-cost-effective-extrinsic-refinement-for-text-g36zlcix18","2024","Preprint","","Jason Cai
Hang Su
Monica Sunkara
Igor Shalyminov
Saab Mansour","10.48550/arxiv.2406.05588","https://scispace.compdf/ceret-cost-effective-extrinsic-refinement-for-text-g36zlcix18.pdf","Large Language Models (LLMs) are powerful models for generation tasks, but they may not generate good quality outputs in their first attempt. Apart from model fine-tuning, existing approaches to improve prediction accuracy and quality typically involve LLM self-improvement / self-reflection that incorporate feedback from models themselves. Despite their effectiveness, these methods are hindered by their high computational cost and lack of scalability. In this work, we propose CERET, a method for refining text generations by considering semantic stability, entailment and inter-sample uncertainty measures. Experimental results show that CERET outperforms Self-consistency and Self-rerank baselines consistently under various task setups, by ~1.6% in Rouge-1 for abstractive summarization and ~3.5% in hit rate for question answering. Compared to LLM Self-rerank method, our approach only requires 9.4% of its latency and is more cost-effective. ","CERET is a cost-effective extrinsic refinement method for text generation that outperforms existing approaches while being more efficient in terms of cost and latency."
"CoT Rerailer: Enhancing the Reliability of Large Language Models in Complex Reasoning Tasks through Error Detection and Correction","https://scispace.com/paper/cot-rerailer-enhancing-the-reliability-of-large-language-5fpvg2srh52c","2024","Journal Article","arXiv.org","Guangya Wan
Yuqi Wu
Jie Chen
Sheng Li","10.48550/arxiv.2408.13940","https://scispace.compdf/cot-rerailer-enhancing-the-reliability-of-large-language-5fpvg2srh52c.pdf","Chain-of-Thought (CoT) prompting enhances Large Language Models (LLMs) complex reasoning abilities by generating intermediate steps. However, these steps can introduce hallucinations and accumulate errors. We propose the CoT Rerailer to address these challenges, employing self-consistency and multi-agent debate systems to identify and rectify errors in the reasoning process. The CoT Rerailer first selects the most logically correct Reasoning Path (RP) using consistency checks and critical evaluation by automated agents. It then engages a multi-agent debate system to propose and validate corrections to ensure the generation of an error-free intermediate logical path. The corrected steps are then used to generate a revised reasoning chain to further reduce hallucinations and enhance answer quality. We demonstrate the effectiveness of our approach across diverse question-answering datasets in various knowledge domains. The CoT Rerailer enhances the reliability of LLM-generated reasoning, contributing to more trustworthy AI driven decision-making processes.","The CoT Rerailer enhances Large Language Model reliability in complex reasoning tasks by detecting and correcting errors through self-consistency checks, multi-agent debate, and critical evaluation, resulting in more trustworthy AI-driven decision-making processes."
"MyGO Multiplex CoT: A Method for Self-Reflection in Large Language
  Models via Double Chain of Thought Thinking","https://scispace.com/paper/mygo-multiplex-cot-a-method-for-self-reflection-in-large-1i8qkj1qnezk","2025","Journal Article","","Shuo Ji
Zihui Song
Fucheng Zhong
Jinbiao Jia
Zhaofeng Wu
Zhifeng Cao
Ting Xu","10.48550/arxiv.2501.13117","https://scispace.compdf/mygo-multiplex-cot-a-method-for-self-reflection-in-large-1i8qkj1qnezk.pdf","Recent advancements in large language models (LLMs) have demonstrated their impressive abilities in various reasoning and decision-making tasks. However, the quality and coherence of the reasoning process can still benefit from enhanced introspection and self-reflection. In this paper, we introduce Multiplex CoT (Chain of Thought), a method that enables LLMs to simulate a form of self-review while reasoning, by initiating double Chain of Thought (CoT) thinking. Multiplex CoT leverages the power of iterative reasoning, where the model generates an initial chain of thought and subsequently critiques and refines this reasoning with a second round of thought generation. This recursive approach allows for more coherent, logical, and robust answers, improving the overall decision-making process. We demonstrate how this method can be effectively implemented using simple prompt engineering in existing LLM architectures, achieving an effect similar to that of the Learning-Refinement Model (LRM) without the need for additional training. Additionally, we present a practical guide for implementing the method in Google Colab, enabling easy integration into real-world applications. ","This paper introduces Multiplex CoT, a method enabling large language models to simulate self-review through double Chain of Thought thinking, improving reasoning coherence and decision-making via iterative reasoning and critique."
"Mirror-Consistency: Harnessing Inconsistency in Majority Voting","https://scispace.com/paper/mirror-consistency-harnessing-inconsistency-in-majority-1e27h0oqbcmb","2024","Journal Article","","Siyuan Huang
Zhiyuan Ma
Jintao Du
Changhua Meng
Weiqiang Wang
Zhouhan Lin","10.48550/arxiv.2410.10857","https://scispace.compdf/mirror-consistency-harnessing-inconsistency-in-majority-1e27h0oqbcmb.pdf","Self-Consistency, a widely-used decoding strategy, significantly boosts the reasoning capabilities of Large Language Models (LLMs). However, it depends on the plurality voting rule, which focuses on the most frequent answer while overlooking all other minority responses. These inconsistent minority views often illuminate areas of uncertainty within the model's generation process. To address this limitation, we present Mirror-Consistency, an enhancement of the standard Self-Consistency approach. Our method incorporates a 'reflective mirror' into the self-ensemble decoding process and enables LLMs to critically examine inconsistencies among multiple generations. Additionally, just as humans use the mirror to better understand themselves, we propose using Mirror-Consistency to enhance the sample-based confidence calibration methods, which helps to mitigate issues of overconfidence. Our experimental results demonstrate that Mirror-Consistency yields superior performance in both reasoning accuracy and confidence calibration compared to Self-Consistency. ","This study introduces Mirror-Consistency, an enhanced decoding strategy for Large Language Models, which leverages inconsistencies among multiple generations to boost reasoning accuracy and confidence calibration, outperforming Self-Consistency in both tasks."
"Latent Self-Consistency for Reliable Majority-Set Selection in Short- and Long-Answer Reasoning","https://scispace.com/paper/latent-self-consistency-for-reliable-majority-set-selection-8x6oszqm6i9c","2025","Journal Article","arXiv.org","Jeong-seok Oh
Jay-yoon Lee","10.48550/arxiv.2508.18395","https://scispace.compdf/latent-self-consistency-for-reliable-majority-set-selection-8x6oszqm6i9c.pdf","Probabilistic decoding in Large Language Models (LLMs) often yields inconsistent outputs, particularly on complex or long-form questions. Self-Consistency (SC) mitigates this for short-form QA by majority voting over exact strings, whereas Universal Self-Consistency (USC) and Weighted Unigram Consistency Score (WUCS) extend to long-form responses but lose accuracy on short-form benchmarks. We introduce Latent Self-Consistency (LSC), which selects the most semantically consistent response using learnable token embeddings. A lightweight forward generation of summary tokens increases inference time by less than 1% and requires no changes to the model architecture. Across 6 short-form and 5 long-form reasoning benchmarks (e.g., MATH, MMLU, TruthfulQA), LSC surpasses SC, USC and WUCS on all short-form and long-form ones on average, while maintaining negligible computational overhead. These results position LSC as a practical consistency-selection method that works reliably across answer formats. Additionally, LSC provides well-calibrated confidence estimates, maintaining low Expected Calibration Error across both answer formats.","This study introduces Latent Self-Consistency (LSC), a method that selects the most semantically consistent response in Large Language Models using learnable token embeddings, outperforming existing methods on 11 reasoning benchmarks with negligible computational overhead."
"MAF: Multi-Aspect Feedback for Improving Reasoning in Large Language Models","https://scispace.com/paper/maf-multi-aspect-feedback-for-improving-reasoning-in-large-9801n6vatr","2023","Journal Article","arXiv.org","Deepak Nathani
David Wang
Liangming Pan
William Yang Wang","10.48550/arxiv.2310.12426","https://scispace.compdf/maf-multi-aspect-feedback-for-improving-reasoning-in-large-9801n6vatr.pdf","Language Models (LMs) have shown impressive performance in various natural language tasks. However, when it comes to natural language reasoning, LMs still face challenges such as hallucination, generating incorrect intermediate reasoning steps, and making mathematical errors. Recent research has focused on enhancing LMs through self-improvement using feedback. Nevertheless, existing approaches relying on a single generic feedback source fail to address the diverse error types found in LM-generated reasoning chains. In this work, we propose Multi-Aspect Feedback, an iterative refinement framework that integrates multiple feedback modules, including frozen LMs and external tools, each focusing on a specific error category. Our experimental results demonstrate the efficacy of our approach to addressing several errors in the LM-generated reasoning chain and thus improving the overall performance of an LM in several reasoning tasks. We see a relative improvement of up to 20% in Mathematical Reasoning and up to 18% in Logical Entailment.","This work proposes Multi-Aspect Feedback, an iterative refinement framework that integrates multiple feedback modules, including frozen LMs and external tools, each focusing on a specific error category in the LM-generated reasoning chain to improve the overall performance of an LM in several reasoning tasks."
"Multiagent Finetuning: Self Improvement with Diverse Reasoning Chains","https://scispace.com/paper/multiagent-finetuning-self-improvement-with-diverse-5ucxfkid7tjl","2025","Journal Article","","Vighnesh Subramaniam
Yilun Du
Joshua B. Tenenbaum
Antonio Torralba
Shuang Li
Igor Mordatch","10.48550/arxiv.2501.05707","https://scispace.compdf/multiagent-finetuning-self-improvement-with-diverse-5ucxfkid7tjl.pdf","Large language models (LLMs) have achieved remarkable performance in recent years but are fundamentally limited by the underlying training data. To improve models beyond the training data, recent works have explored how LLMs can be used to generate synthetic data for autonomous self-improvement. However, successive steps of self-improvement can reach a point of diminishing returns. In this work, we propose a complementary approach towards self-improvement where finetuning is applied to a multiagent society of language models. A group of language models, all starting from the same base model, are independently specialized by updating each one using data generated through multiagent interactions among the models. By training each model on independent sets of data, we illustrate how this approach enables specialization across models and diversification over the set of models. As a result, our overall system is able to preserve diverse reasoning chains and autonomously improve over many more rounds of fine-tuning than single-agent self-improvement methods. We quantitatively illustrate the efficacy of the approach across a wide suite of reasoning tasks. ","This work proposes a multiagent finetuning approach for self-improvement, where a group of language models specialize through independent updates using data generated from multiagent interactions, preserving diverse reasoning chains and enabling longer-term improvement."
"Teaching Language Models to Self-Improve by Learning from Language
  Feedback","https://scispace.com/paper/teaching-language-models-to-self-improve-by-learning-from-82rtj9u5ad","2024","Preprint","","Cong Hu
Yimin Hu
Hongxin Cao
Tong Xiao
Jun Zhu","10.48550/arxiv.2406.07168","https://scispace.compdf/teaching-language-models-to-self-improve-by-learning-from-82rtj9u5ad.pdf","Aligning Large Language Models (LLMs) with human intentions and values is crucial yet challenging. Current methods primarily rely on human preferences, which are costly and insufficient in capturing nuanced feedback expressed in natural language. In this paper, we present Self-Refinement Tuning (SRT), a method that leverages model feedback for alignment, thereby reducing reliance on human annotations. SRT uses a base language model (e.g., Tulu2) to generate initial responses, which are critiqued and refined by a more advanced model (e.g., GPT-4-Turbo). This process enables the base model to self-evaluate and improve its outputs, facilitating continuous learning. SRT further optimizes the model by learning from its self-generated feedback and refinements, creating a feedback loop that promotes model improvement. Our empirical evaluations demonstrate that SRT significantly outperforms strong baselines across diverse tasks and model sizes. When applied to a 70B parameter model, SRT increases the win rate from 9.6\% to 25.8\% on the AlpacaEval 2.0 benchmark, surpassing well-established systems such as GPT-4-0314, Claude 2, and Gemini. Our analysis highlights the crucial role of language feedback in the success of SRT, suggesting potential for further exploration in this direction. ","SRT is a method that enables LLMs to self-improve by learning from language feedback, reducing reliance on human annotations. It utilizes a feedback loop between a base model and a more advanced model, leading to significant performance improvements."
"MAF: Multi-Aspect Feedback for Improving Reasoning in Large Language Models","https://scispace.com/paper/maf-multi-aspect-feedback-for-improving-reasoning-in-large-1r4q16wdw1","2023","Journal Article","","Deepak Nathani
David Wang
Liangming Pan
William Yang Wang","10.18653/v1/2023.emnlp-main.407","https://scispace.compdf/maf-multi-aspect-feedback-for-improving-reasoning-in-large-1r4q16wdw1.pdf","Language Models (LMs) have shown impressive performance in various natural language tasks. However, when it comes to natural language reasoning, LMs still face challenges such as hallucination, generating incorrect intermediate reasoning steps, and making mathematical errors. Recent research has focused on enhancing LMs through *self-improvement* using feedback. Nevertheless, existing approaches relying on a single generic feedback source fail to address the diverse error types found in LM-generated reasoning chains. In this work, we propose **Multi-Aspect Feedback**, an iterative refinement framework that integrates multiple feedback modules, including frozen LMs and external tools, each focusing on a specific error category. Our experimental results demonstrate the efficacy of our approach to addressing several errors in the LM-generated reasoning chain and thus improving the overall performance of an LM in several reasoning tasks. We see an improvement of up to 20% in Mathematical Reasoning and up to 18% in Logical Entailment. ","Multi-Aspect Feedback enhances LM reasoning by addressing various error categories through multiple feedback modules, leading to improved performance in Mathematical Reasoning and Logical Entailment tasks."
"LLM2: Let Large Language Models Harness System 2 Reasoning","https://scispace.com/paper/llm2-let-large-language-models-harness-system-2-reasoning-hv8fbczfuicl","2024","Journal Article","","Cheng Yang
Chufan Shi
Siheng Li
Bo Shui
Yujiu Yang
Wai Lam","10.48550/arxiv.2412.20372","https://scispace.compdf/llm2-let-large-language-models-harness-system-2-reasoning-hv8fbczfuicl.pdf","Large language models (LLMs) have exhibited impressive capabilities across a myriad of tasks, yet they occasionally yield undesirable outputs. We posit that these limitations are rooted in the foundational autoregressive architecture of LLMs, which inherently lacks mechanisms for differentiating between desirable and undesirable results. Drawing inspiration from the dual-process theory of human cognition, we introduce LLM2, a novel framework that combines an LLM (System 1) with a process-based verifier (System 2). Within LLM2, the LLM is responsible for generating plausible candidates, while the verifier provides timely process-based feedback to distinguish desirable and undesirable outputs. The verifier is trained with a pairwise comparison loss on synthetic process-supervision data generated through our token quality exploration strategy. Empirical results on mathematical reasoning benchmarks substantiate the efficacy of LLM2, exemplified by an accuracy enhancement from 50.3 to 57.8 (+7.5) for Llama3-1B on GSM8K. Furthermore, when combined with self-consistency, LLM2 achieves additional improvements, boosting major@20 accuracy from 56.2 to 70.2 (+14.0). ","Researchers introduce LLM2, a novel framework combining a large language model (System 1) with a process-based verifier (System 2), enhancing accuracy on mathematical reasoning benchmarks by 7.5% and 14.0% with self-consistency."
"Make Every Penny Count: Difficulty-Adaptive Self-Consistency for
  Cost-Efficient Reasoning","https://scispace.com/paper/make-every-penny-count-difficulty-adaptive-self-consistency-2i3pn4yg5a3k","2024","Journal Article","","Xinglin Wang
Shaoxiong Feng
Yiwei Li
Peiwen Yuan
Yueqi Zhang
Boyuan Pan
Heda Wang
Yao Hu
Kan Li","10.48550/arxiv.2408.13457","https://scispace.compdf/make-every-penny-count-difficulty-adaptive-self-consistency-2i3pn4yg5a3k.pdf","Self-consistency (SC), a widely used decoding strategy for chain-of-thought reasoning, shows significant gains across various multi-step reasoning tasks but comes with a high cost due to multiple sampling with the preset size. Its variants, Adaptive self-consistency (ASC) and Early-stopping self-consistency (ESC), dynamically adjust the number of samples based on the posterior distribution of a set of pre-samples, reducing the cost of SC with minimal impact on performance. Both methods, however, do not exploit the prior information about question difficulty. It often results in unnecessary repeated sampling for easy questions that could be accurately answered with just one attempt, wasting resources. To tackle this problem, we propose Difficulty-Adaptive Self-Consistency (DSC), which leverages the difficulty information from both prior and posterior perspectives to adaptively allocate inference resources, further reducing the cost of SC. To demonstrate the effectiveness of DSC, we conduct extensive experiments on three popular categories of reasoning tasks: arithmetic, commonsense and symbolic reasoning on six benchmarks. The empirical results show that DSC consistently surpasses the strong baseline ASC and ESC in terms of costs by a significant margin, while attaining comparable performances. ","This paper proposes Difficulty-Adaptive Self-Consistency (DSC), a cost-efficient decoding strategy that leverages difficulty information to adaptively allocate inference resources, outperforming strong baselines ASC and ESC on arithmetic, commonsense, and symbolic reasoning tasks."
