"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Language Understanding as a Constraint on Consensus Size in LLM
  Societies","https://scispace.com/paper/language-understanding-as-a-constraint-on-consensus-size-in-61jn2vuqzbyi","2024","Journal Article","","Giordano De Marzo
Claudio Castellano
David García","10.48550/arxiv.2409.02822","","The applications of Large Language Models (LLMs) are going towards collaborative tasks where several agents interact with each other like in an LLM society. In such a setting, large groups of LLMs could reach consensus about arbitrary norms for which there is no information supporting one option over another, regulating their own behavior in a self-organized way. In human societies, the ability to reach consensus without institutions has a limit in the cognitive capacities of humans. To understand if a similar phenomenon characterizes also LLMs, we apply methods from complexity science and principles from behavioral sciences in a new approach of AI anthropology. We find that LLMs are able to reach consensus in groups and that the opinion dynamics of LLMs can be understood with a function parametrized by a majority force coefficient that determines whether consensus is possible. This majority force is stronger for models with higher language understanding capabilities and decreases for larger groups, leading to a critical group size beyond which, for a given LLM, consensus is unfeasible. This critical group size grows exponentially with the language understanding capabilities of models and for the most advanced models, it can reach an order of magnitude beyond the typical size of informal human groups. ","Large Language Models (LLMs) can reach consensus in groups, but their ability to do so is constrained by their language understanding capabilities and group size, with a critical threshold beyond which consensus becomes unfeasible."
"Learning and joint deliberation through argumentation in multiagent systems","https://scispace.com/paper/learning-and-joint-deliberation-through-argumentation-in-3g8se7qgbq","2007","Proceedings Article","Adaptive Agents and Multi-Agents Systems","Santi Ontañón
Enric Plaza","10.1145/1329125.1329318","","In this paper we will present an argumentation framework for learning agents (AMAL) designed for two purposes: (1) for joint deliberation, and (2) for learning from communication. The AMAL framework is completely based on learning from examples: the argument preference relation, the argument generation policy, and the counterargument generation policy are case-based techniques. For join deliberation, learning agents share their experience by forming a committee to decide upon some joint decision. We experimentally show that the argumentation among committees of agents improves both the individual and joint performance. For learning from communication, an agent engages into arguing with other agents in order to contrast its individual hypotheses and receive counterexamples; the argumentation process improves their learning scope and individual performance.","An argumentation framework for learning agents (AMAL) designed for two purposes: (1) for joint deliberation, and (2) for learning from communication is presented."
"Multi-Agent Collaboration: Harnessing the Power of Intelligent LLM Agents","https://scispace.com/paper/multi-agent-collaboration-harnessing-the-power-of-2cixpjyx","2023","Journal Article","arXiv.org","Amirhossein Nadiri","10.48550/arXiv.2306.03314","","In this paper, we present a novel framework for enhancing the capabilities of large language models (LLMs) by leveraging the power of multi-agent systems. Our framework introduces a collaborative environment where multiple intelligent agent components, each with distinctive attributes and roles, work together to handle complex tasks more efficiently and effectively. We demonstrate the practicality and versatility of our framework through case studies in artificial general intelligence (AGI), specifically focusing on the Auto-GPT and BabyAGI models. We also examine the""Gorilla""model, which integrates external APIs into the LLM. Our framework addresses limitations and challenges such as looping issues, security risks, scalability, system evaluation, and ethical considerations. By modeling various domains such as courtroom simulations and software development scenarios, we showcase the potential applications and benefits of our proposed multi-agent system. Our framework provides an avenue for advancing the capabilities and performance of LLMs through collaboration and knowledge exchange among intelligent agents.","In this article , a framework for enhancing the capabilities of large language models (LLMs) by leveraging the power of multi-agent systems is presented, where multiple intelligent agent components, each with distinctive attributes and roles, work together to handle complex tasks."
"Multi-Agent Collaboration: Harnessing the Power of Intelligent LLM
  Agents","https://scispace.com/paper/multi-agent-collaboration-harnessing-the-power-of-3gt3h1y5","2023","Posted Content","","","10.48550/arxiv.2306.03314","https://scispace.com/pdf/multi-agent-collaboration-harnessing-the-power-of-3gt3h1y5.pdf","In this paper, we present a novel framework for enhancing the capabilities of large language models (LLMs) by leveraging the power of multi-agent systems. Our framework introduces a collaborative environment where multiple intelligent agent components, each with distinctive attributes and roles, work together to handle complex tasks more efficiently and effectively. We demonstrate the practicality and versatility of our framework through case studies in artificial general intelligence (AGI), specifically focusing on the Auto-GPT and BabyAGI models. We also examine the ""Gorilla"" model, which integrates external APIs into the LLM. Our framework addresses limitations and challenges such as looping issues, security risks, scalability, system evaluation, and ethical considerations. By modeling various domains such as courtroom simulations and software development scenarios, we showcase the potential applications and benefits of our proposed multi-agent system. Our framework provides an avenue for advancing the capabilities and performance of LLMs through collaboration and knowledge exchange among intelligent agents. ","In this article , a framework for enhancing the capabilities of large language models (LLMs) by leveraging the power of multi-agent systems is presented, where multiple intelligent agent components, each with distinctive attributes and roles, work together to handle complex tasks."
"Finding Common Ground: Using Large Language Models to Detect Agreement in Multi-Agent Decision Conferences","https://scispace.com/paper/finding-common-ground-using-large-language-models-to-detect-4lsgohmjxuys","2025","Journal Article","arXiv.org","Selina Heller
Mohamed Ibrahim
D. Selby
Sebastian Vollmer","10.48550/arxiv.2507.08440","https://scispace.compdf/finding-common-ground-using-large-language-models-to-detect-4lsgohmjxuys.pdf","Decision conferences are structured, collaborative meetings that bring together experts from various fields to address complex issues and reach a consensus on recommendations for future actions or policies. These conferences often rely on facilitated discussions to ensure productive dialogue and collective agreement. Recently, Large Language Models (LLMs) have shown significant promise in simulating real-world scenarios, particularly through collaborative multi-agent systems that mimic group interactions. In this work, we present a novel LLM-based multi-agent system designed to simulate decision conferences, specifically focusing on detecting agreement among the participant agents. To achieve this, we evaluate six distinct LLMs on two tasks: stance detection, which identifies the position an agent takes on a given issue, and stance polarity detection, which identifies the sentiment as positive, negative, or neutral. These models are further assessed within the multi-agent system to determine their effectiveness in complex simulations. Our results indicate that LLMs can reliably detect agreement even in dynamic and nuanced debates. Incorporating an agreement-detection agent within the system can also improve the efficiency of group debates and enhance the overall quality and coherence of deliberations, making them comparable to real-world decision conferences regarding outcome and decision-making. These findings demonstrate the potential for LLM-based multi-agent systems to simulate group decision-making processes. They also highlight that such systems could be instrumental in supporting decision-making with expert elicitation workshops across various domains.","This study uses Large Language Models to simulate decision conferences, detecting agreement among participant agents through stance detection and polarity analysis, improving group debates and decision-making efficiency in complex simulations."
"0x.Yuan at SemEval-2024 Task 2: Agents Debating can reach consensus and produce better outcomes in Medical NLI task","https://scispace.com/paper/0x-yuan-at-semeval-2024-task-2-agents-debating-can-reach-3jzdr4miiq","","Journal Article","","Yu-An Lu
Hung-yu Kao","10.18653/v1/2024.semeval-1.47","https://scispace.compdf/0x-yuan-at-semeval-2024-task-2-agents-debating-can-reach-3jzdr4miiq.pdf","In this paper, we introduce a multi-agent debating framework, experimenting on SemEval 2024 Task 2. This innovative system employs a collaborative approach involving expert agents from various medical fields to analyze Clinical Trial Reports (CTRs). Our methodology emphasizes nuanced and comprehensive analysis by leveraging the diverse expertise of agents like Biostatisticians and Medical Linguists. Results indicate that our collaborative model surpasses the performance of individual agents in terms of Macro F1-score. Additionally, our analysis suggests that while initial debates often mirror majority decisions, the debating process refines these outcomes, demonstrating the system’s capability for in-depth analysis beyond simple majority rule. This research highlights the potential of AI collaboration in specialized domains, particularly in medical text interpretation.","This paper introduces a multi-agent debating framework for Medical NLI, leveraging diverse expertise to analyze Clinical Trial Reports, achieving better Macro F1-scores than individual agents and refining outcomes through nuanced debate."
"LLM Harmony: Multi-Agent Communication for Problem Solving","https://scispace.com/paper/llm-harmony-multi-agent-communication-for-problem-solving-5c5tdbbs0h","2024","Journal Article","arXiv.org","Sumedh Rasal","10.48550/arxiv.2401.01312","","Large Language Models (LLMs) have revolutionized Natural Language Processing but exhibit limitations, particularly in autonomously addressing novel challenges such as reasoning and problem-solving. Traditional techniques like chain-of-thought prompting necessitate explicit human guidance. This paper introduces a novel multi-agent communication framework, inspired by the CAMEL model, to enhance LLMs' autonomous problem-solving capabilities. The framework employs multiple LLM agents, each with a distinct persona, engaged in role-playing communication, offering a nuanced and adaptable approach to diverse problem scenarios. Extensive experimentation demonstrates the framework's superior performance and adaptability, providing valuable insights into the collaborative potential of multiple agents in overcoming the limitations of individual models.","A novel multi-agent communication framework, inspired by the CAMEL model, is introduced to enhance LLMs' autonomous problem-solving capabilities and provide valuable insights into the collaborative potential of multiple agents in overcoming the limitations of individual models."
"TurQUaz at CheckThat! 2025: Debating Large Language Models for Scientific Web Discourse Detection","https://scispace.com/paper/turquaz-at-checkthat-2025-debating-large-language-models-for-qu3p4rzbmt5h","2025","Journal Article","arXiv.org","Tarik Saraç
Selin Mergen
Mucahid Kutlu","10.48550/arxiv.2508.08265","https://scispace.compdf/turquaz-at-checkthat-2025-debating-large-language-models-for-qu3p4rzbmt5h.pdf","In this paper, we present our work developed for the scientific web discourse detection task (Task 4a) of CheckThat! 2025. We propose a novel council debate method that simulates structured academic discussions among multiple large language models (LLMs) to identify whether a given tweet contains (i) a scientific claim, (ii) a reference to a scientific study, or (iii) mentions of scientific entities. We explore three debating methods: i) single debate, where two LLMs argue for opposing positions while a third acts as a judge; ii) team debate, in which multiple models collaborate within each side of the debate; and iii) council debate, where multiple expert models deliberate together to reach a consensus, moderated by a chairperson model. We choose council debate as our primary model as it outperforms others in the development test set. Although our proposed method did not rank highly for identifying scientific claims (8th out of 10) or mentions of scientific entities (9th out of 10), it ranked first in detecting references to scientific studies.","Researchers propose a novel council debate method using large language models to detect scientific web discourse, achieving top rank in detecting references to scientific studies, but lower ranks in identifying scientific claims and entities."
"Can LLMs Beat Humans in Debating? A Dynamic Multi-agent Framework for
  Competitive Debate","https://scispace.com/paper/can-llms-beat-humans-in-debating-a-dynamic-multi-agent-788eeuqo1klf","2024","Journal Article","","Yiqun Zhang
Xiaocui Yang
Feng Shi
Daling Wang
Yifei Zhang
Kaisong Song","10.48550/arxiv.2408.04472","https://scispace.compdf/can-llms-beat-humans-in-debating-a-dynamic-multi-agent-788eeuqo1klf.pdf","Competitive debate is a complex task of computational argumentation. Large Language Models (LLMs) suffer from hallucinations and lack competitiveness in this field. To address these challenges, we introduce Agent for Debate (Agent4Debate), a dynamic multi-agent framework based on LLMs designed to enhance their capabilities in competitive debate. Drawing inspiration from human behavior in debate preparation and execution, Agent4Debate employs a collaborative architecture where four specialized agents, involving Searcher, Analyzer, Writer, and Reviewer, dynamically interact and cooperate. These agents work throughout the debate process, covering multiple stages from initial research and argument formulation to rebuttal and summary. To comprehensively evaluate framework performance, we construct the Competitive Debate Arena, comprising 66 carefully selected Chinese debate motions. We recruit ten experienced human debaters and collect records of 200 debates involving Agent4Debate, baseline models, and humans. The evaluation employs the Debatrix automatic scoring system and professional human reviewers based on the established Debatrix-Elo and Human-Elo ranking. Experimental results indicate that the state-of-the-art Agent4Debate exhibits capabilities comparable to those of humans. Furthermore, ablation studies demonstrate the effectiveness of each component in the agent structure. ","This study introduces Agent4Debate, a dynamic multi-agent framework for competitive debate, leveraging Large Language Models to enhance their capabilities. Experimental results show Agent4Debate's performance is comparable to humans, with ablation studies highlighting the effectiveness of its component agents."
"Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate","https://scispace.com/paper/encouraging-divergent-thinking-in-large-language-models-6m84b3kq","2023","Journal Article","arXiv.org","Ti Liang
Zhiwei He
Wenxiang Jiao
Xing Wang
Yan Yan Wang
Rui Wang
Yujiu Yang
Zhi-Cai Tu
Shuming Shi","10.48550/arXiv.2305.19118","https://scispace.compdf/encouraging-divergent-thinking-in-large-language-models-6m84b3kq.pdf","Modern large language models (LLMs) like ChatGPT have shown remarkable performance on general language tasks but still struggle on complex reasoning tasks, which drives the research on cognitive behaviors of LLMs to explore human-like problem-solving strategies. Along this direction, one representative strategy is self-reflection, which asks an LLM to refine the solution with the feedback generated by itself iteratively. However, our study shows that such reflection-style methods suffer from the Degeneration-of-Thought (DoT) problem: once the LLM has established confidence in its solutions, it is unable to generate novel thoughts later through reflection even if its initial stance is incorrect. To address the DoT problem, we propose a Multi-Agent Debate (MAD) framework, in which multiple agents express their arguments in the state of""tit for tat""and a judge manages the debate process to obtain a final solution. Clearly, our MAD framework encourages divergent thinking in LLMs which would be helpful for tasks that require deep levels of contemplation. Experiment results on two challenging datasets, commonsense machine translation and counter-intuitive arithmetic reasoning, demonstrate the effectiveness of our MAD framework. Extensive analyses suggest that the adaptive break of debate and the modest level of""tit for tat""state are required for MAD to obtain good performance. Moreover, we find that LLMs might not be a fair judge if different LLMs are used for agents. Codes: https://github.com/Skytliang/Multi-Agents-Debate","This article proposed a multi-agent debate (MAD) framework, in which multiple agents express their arguments in the state of ""tit for tat"" and a judge manages the debate process to obtain a final solution."
"GroupDebate: Enhancing the Efficiency of Multi-Agent Debate Using Group Discussion","https://scispace.com/paper/groupdebate-enhancing-the-efficiency-of-multi-agent-debate-4m87fdduee7k","2024","Journal Article","arXiv.org","Tongxuan Liu
Xingyu Wang
Weizhe Huang
Wenjiang Xu
Yuting Zeng
Lei Jiang
Hailong Yang
Jing Li","10.48550/arxiv.2409.14051","","In recent years, Large Language Models (LLMs) have demonstrated remarkable capabilities across diverse NLP tasks. Extensive research has explored how to enhance the logical reasoning abilities such as Chain-of-Thought, Chain-of-Thought with Self-Consistency, Tree-Of-Thoughts, and multi-agent debates. In the context of multi-agent debates, significant performance improvements can be achieved with an increasing number of agents and debate rounds. However, the escalation in the number of agents and debate rounds can drastically raise the tokens cost of debates, thereby limiting the scalability of the multi-agent debate technique. To better harness the advantages of multi-agent debates in logical reasoning tasks, this paper proposes a method to significantly reduce token cost in multi-agent debates. This approach involves dividing all agents into multiple debate groups, with agents engaging in debates within their respective groups and sharing interim debate results between groups. Comparative experiments across multiple datasets have demonstrated that this method can reduce the total tokens by up to 51.7% during debates and while potentially enhancing accuracy by as much as 25%. Our method significantly enhances the performance and efficiency of interactions in the multi-agent debate.","This paper proposes GroupDebate, a method to reduce token cost in multi-agent debates by dividing agents into groups, sharing interim results, and achieving up to 51.7% token reduction and 25% accuracy enhancement."
"Argumentation-based dialogues for deliberation","https://scispace.com/paper/argumentation-based-dialogues-for-deliberation-21jw108ddi","2005","Proceedings Article","Adaptive Agents and Multi-Agents Systems","Yuqing Tang
Simon Parsons","10.1145/1082473.1082557","https://scispace.com/pdf/argumentation-based-dialogues-for-deliberation-21jw108ddi.pdf","This paper presents an argumentation-based approach to deliberation, the process by which two or more agents reach a consensus on a course of action. The kind of deliberation we are interested in combines both the selection of an overall goal, the reduction of this goal into sub-goals, and the formation of a plan to achieve the overall goal. We develop a mechanism for doing this and then proceed to describe how it can be integrated into a system of argumentation to provide a sound and complete deliberation system, before showing how the same process can be achieved through a multi-agent dialogue.","This paper presents an argumentation-based approach to deliberation, the process by which two or more agents reach a consensus on a course of action, before showing how the same process can be achieved through a multi-agent dialogue."
"Encouraging Divergent Thinking in Large Language Models through
  Multi-Agent Debate","https://scispace.com/paper/encouraging-divergent-thinking-in-large-language-models-2alp1cvr","2023","Posted Content","","","10.48550/arxiv.2305.19118","https://scispace.com/pdf/encouraging-divergent-thinking-in-large-language-models-2alp1cvr.pdf","Modern large language models (LLMs) like ChatGPT have shown remarkable performance on general language tasks but still struggle on complex reasoning tasks, which drives the research on cognitive behaviors of LLMs to explore human-like problem-solving strategies. Along this direction, one representative strategy is self-reflection, which asks an LLM to refine the solution with the feedback generated by itself iteratively. However, our study shows that such reflection-style methods suffer from the Degeneration-of-Thought (DoT) problem: once the LLM has established confidence in its solutions, it is unable to generate novel thoughts later through reflection even if its initial stance is incorrect. To address the DoT problem, we propose a Multi-Agent Debate (MAD) framework, in which multiple agents express their arguments in the state of ""tit for tat"" and a judge manages the debate process to obtain a final solution. Clearly, our MAD framework encourages divergent thinking in LLMs which would be helpful for tasks that require deep levels of contemplation. Experiment results on two challenging datasets, commonsense machine translation and counter-intuitive arithmetic reasoning, demonstrate the effectiveness of our MAD framework. Extensive analyses suggest that the adaptive break of debate and the modest level of ""tit for tat"" state are required for MAD to obtain good performance. Moreover, we find that LLMs might not be a fair judge if different LLMs are used for agents. Codes: https://github.com/Skytliang/Multi-Agents-Debate ","This article proposed a multi-agent debate (MAD) framework, in which multiple agents express their arguments in the state of ""tit for tat"" and a judge manages the debate process to obtain a final solution."
"CortexDebate: Debating Sparsely and Equally for Multi-Agent Debate","https://scispace.com/paper/cortexdebate-debating-sparsely-and-equally-for-multi-agent-5rx5eurix45u","2025","Journal Article","","Yiliu Sun
Zicheng Zhao
Sheng Wan
Chen Gong","10.48550/arxiv.2507.03928","https://scispace.compdf/cortexdebate-debating-sparsely-and-equally-for-multi-agent-5rx5eurix45u.pdf","Nowadays, single Large Language Model (LLM) struggles with critical issues such as hallucination and inadequate reasoning abilities. To mitigate these issues, Multi-Agent Debate (MAD) has emerged as an effective strategy, where LLM agents engage in in-depth debates with others on tasks. However, existing MAD methods face two major issues: (a) too lengthy input contexts, which causes LLM agents to get lost in plenty of input information and experiences performance drop; and (b) the overconfidence dilemma, where self-assured LLM agents dominate the debate, leading to low debating effectiveness. To address these limitations, we propose a novel MAD method called""CortexDebate"". Inspired by the human brain's tendency to establish a sparse and dynamically optimized network among cortical areas governed by white matter, CortexDebate constructs a sparse debating graph among LLM agents, where each LLM agent only debates with the ones that are helpful to it. To optimize the graph, we propose a module named McKinsey-based Debate Matter (MDM), which acts as an artificial analog to white matter. By integrating the McKinsey Trust Formula, a well-established measure of trustworthiness from sociology, MDM enables credible evaluations that guide graph optimization. The effectiveness of our CortexDebate has been well demonstrated by extensive experimental results across eight datasets from four task types.","CortexDebate addresses limitations in Multi-Agent Debate by constructing a sparse debating graph among LLM agents, optimizing it with McKinsey-based Debate Matter, and enabling credible evaluations to improve debating effectiveness and mitigate issues like hallucination and overconfidence."
"ReConcile: Round-Table Conference Improves Reasoning via Consensus among Diverse LLMs","https://scispace.com/paper/reconcile-round-table-conference-improves-reasoning-via-39nli6wsyn","2023","Journal Article","arXiv.org","Justin Chih-Yao Chen
Swarnadeep Saha
Mohit Bansal","10.48550/arxiv.2309.13007","https://export.arxiv.org/pdf/2309.13007v1.pdf","Large Language Models (LLMs) still struggle with natural language reasoning tasks. Motivated by the society of minds (Minsky, 1988), we propose ReConcile, a multi-model multiagent framework designed as a round table conference among diverse LLM agents. ReConcile enhances collaborative reasoning between LLM agents via multiple rounds of discussion, learning to convince other agents to improve their answers, and employing a confidence-weighted voting mechanism that leads to a better consensus. In each round, ReConcile initiates discussion between agents via a 'discussion prompt' that consists of (a) grouped answers and explanations generated by each agent in the previous round, (b) their confidence scores, and (c) demonstrations of answer-rectifying human explanations, used for convincing other agents. Experiments on seven benchmarks demonstrate that ReConcile significantly improves LLMs' reasoning -- both individually and as a team -- surpassing prior single-agent and multi-agent baselines by up to 11.4% and even outperforming GPT-4 on three datasets. ReConcile also flexibly incorporates different combinations of agents, including API-based, open-source, and domain-specific models, leading to an 8% improvement on MATH. Finally, we analyze the individual components of ReConcile, demonstrating that the diversity originating from different models is critical to its superior performance. Code: https://github.com/dinobby/ReConcile","Experiments demonstrate that ReConcile significantly improves LLMs' reasoning -- both individually and as a team -- surpassing prior single-agent and multi-agent baselines by up to 11.4% and even outperforming GPT-4 on three datasets."
"Conformity, Confabulation, and Impersonation: Persona Inconstancy in
  Multi-Agent LLM Collaboration","https://scispace.com/paper/conformity-confabulation-and-impersonation-persona-6fuq4gyo2f","2024","Preprint","","Razan Baltaji
Babak Hemmatian
Lav R. Varshney","10.48550/arxiv.2405.03862","https://scispace.compdf/conformity-confabulation-and-impersonation-persona-6fuq4gyo2f.pdf","This study explores the sources of instability in maintaining cultural personas and opinions within multi-agent LLM systems. Drawing on simulations of inter-cultural collaboration and debate, we analyze agents' pre- and post-discussion private responses alongside chat transcripts to assess the stability of cultural personas and the impact of opinion diversity on group outcomes. Our findings suggest that multi-agent discussions can encourage collective decisions that reflect diverse perspectives, yet this benefit is tempered by the agents' susceptibility to conformity due to perceived peer pressure and challenges in maintaining consistent personas and opinions. Counterintuitively, instructions that encourage debate in support of one's opinions increase the rate of inconstancy. Without addressing the factors we identify, the full potential of multi-agent frameworks for producing more culturally diverse AI outputs will remain untapped. ","Multi-agent LLMs struggle to maintain consistent cultural personas and opinions, leading to inconsistencies in group outcomes."
"An Electoral Approach to Diversify LLM-based Multi-Agent Collective
  Decision-Making","https://scispace.com/paper/an-electoral-approach-to-diversify-llm-based-multi-agent-us9swd7jtib2","2024","Journal Article","","Xianbo Zhao
Sheng Wang
Wei Ma","10.48550/arxiv.2410.15168","https://scispace.compdf/an-electoral-approach-to-diversify-llm-based-multi-agent-us9swd7jtib2.pdf","Modern large language models (LLMs) have exhibited cooperative synergy on complex task-solving, and collective decision-making (CDM) is a pivotal component in LLM-based multi-agent collaboration frameworks. Our survey on 52 recent such systems uncovers a severe lack of diversity, with a heavy reliance on dictatorial and plurality voting for CDM. Through the lens of social choice theory, we scrutinize widely-adopted CDM methods and identify their limitations. To enrich current landscape of LLM-based CDM, we present GEDI, an electoral CDM module that incorporates various ordinal preferential voting mechanisms. Our empirical case study across three benchmarks shows that the integration of certain CDM methods can markedly improve the reasoning capabilities and robustness of some leading LLMs, all without requiring intricate system designs. Additionally, we find that some CDM mechanisms generate positive synergies even with as few as three agents. The voting-based methods also demonstrate robustness against single points of failure, as well as diversity in terms of hit-rate@k and subject-wise impacts. ","This study critiques the lack of diversity in collective decision-making (CDM) methods in LLM-based multi-agent frameworks, proposing GEDI, an electoral CDM module that integrates ordinal preferential voting mechanisms to improve reasoning capabilities and robustness."
"Plurals: A System for Guiding LLMs Via Simulated Social Ensembles","https://scispace.com/paper/plurals-a-system-for-guiding-llms-via-simulated-social-4vw2u556pud6","2024","Journal Article","","Joshua Ashkinaze
Emily Fry
Narendra Edara
Eric S Gilbert
Ceren Budak","10.48550/arxiv.2409.17213","https://scispace.compdf/plurals-a-system-for-guiding-llms-via-simulated-social-4vw2u556pud6.pdf","Recent debates raised concerns that language models may favor certain viewpoints. But what if the solution is not to aim for a 'view from nowhere' but rather to leverage different viewpoints? We introduce Plurals, a system and Python library for pluralistic AI deliberation. Plurals consists of Agents (LLMs, optionally with personas) which deliberate within customizable Structures, with Moderators overseeing deliberation. Plurals is a generator of simulated social ensembles. Plurals integrates with government datasets to create nationally representative personas, includes deliberation templates inspired by democratic deliberation theory, and allows users to customize both information-sharing structures and deliberation behavior within Structures. Six case studies demonstrate fidelity to theoretical constructs and efficacy. Three randomized experiments show simulated focus groups produced output resonant with an online sample of the relevant audiences (chosen over zero-shot generation in 75% of trials). Plurals is both a paradigm and a concrete system for pluralistic AI. The Plurals library is available at https://github.com/josh-ashkinaze/plurals and will be continually updated. ","Plurals is a system and Python library for pluralistic AI deliberation, leveraging simulated social ensembles of language models with personas to generate diverse viewpoints, demonstrated to be effective in six case studies and three randomized experiments."
"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision and the Road Ahead","https://scispace.com/paper/llm-based-multi-agent-systems-for-software-engineering-3nfzqoopnexw","2025","Journal Article","ACM Transactions on Software Engineering and Methodology","Junda He
Christoph Treude
David Lo","10.1145/3712003","https://scispace.compdf/llm-based-multi-agent-systems-for-software-engineering-3nfzqoopnexw.pdf","Integrating Large Language Models (LLMs) into autonomous agents marks a significant shift in the research landscape by offering cognitive abilities that are competitive with human planning and reasoning. This paper explores the transformative potential of integrating Large Language Models into Multi-Agent (LMA) systems for addressing complex challenges in software engineering (SE). By leveraging the collaborative and specialized abilities of multiple agents, LMA systems enable autonomous problem-solving, improve robustness, and provide scalable solutions for managing the complexity of real-world software projects. In this paper, we conduct a systematic review of recent primary studies to map the current landscape of LMA applications across various stages of the software development lifecycle (SDLC). To illustrate current capabilities and limitations, we perform two case studies to demonstrate the effectiveness of state-of-the-art LMA frameworks. Additionally, we identify critical research gaps and propose a comprehensive research agenda focused on enhancing individual agent capabilities and optimizing agent synergy. Our work outlines a forward-looking vision for developing fully autonomous, scalable, and trustworthy LMA systems, laying the foundation for the evolution of Software Engineering 2.0. ","This paper reviews the integration of Large Language Models into Multi-Agent systems for software engineering, highlighting their transformative potential, current applications, and limitations, while proposing a research agenda to enhance agent capabilities and optimize synergy for Software Engineering 2.0."
"ConfidenceCal: Enhancing LLMs Reliability through Confidence Calibration in Multi-Agent Debate","https://scispace.com/paper/confidencecal-enhancing-llms-reliability-through-confidence-2kwktz02m3hu","2024","Journal Article","","Yilin Bai","10.1109/bigdia63733.2024.10808396","","Multi-agent debate enhances large language models (LLMs) by facilitating collaborative interactions that improves problem solving and decision making. Despite the potential of LLMs, they often generate seemingly confident answers. This can lead to communication barriers and poor decision-making due to the lack of effective mechanisms for expressing and adjusting confidence levels. To address this issue, we developed the ConfidenceCal framework, which aims to improve the reliability of LLMs by incorporating calibrated confidence levels into multi-agent debate. In addition, we explore the use of textual prompts to convey confidence, and also adapt the attention mechanism to adjust token weights based on confidence levels. Extensive evaluation of multiple benchmarks has shown that Confidence Cal significantly reduces misleading confidence and increases the trustworthiness of multi-agent communication.","ConfidenceCal framework enhances LLM reliability by incorporating calibrated confidence levels into multi-agent debate, reducing misleading confidence and increasing trustworthiness through textual prompts and attention mechanism adaptations, evaluated on multiple benchmarks with significant improvements."
"Transforming Competition into Collaboration: The Revolutionary Role of Multi-Agent Systems and Language Models in Modern Organizations","https://scispace.com/paper/transforming-competition-into-collaboration-the-1vvb39npvk","2024","Journal Article","arXiv.org","Carlos Jose Xavier Cruz","10.48550/arxiv.2403.07769","","This article explores the dynamic influence of computational entities based on multi-agent systems theory (SMA) combined with large language models (LLM), which are characterized by their ability to simulate complex human interactions, as a possibility to revolutionize human user interaction from the use of specialized artificial agents to support everything from operational organizational processes to strategic decision making based on applied knowledge and human orchestration. Previous investigations reveal that there are limitations, particularly in the autonomous approach of artificial agents, especially when dealing with new challenges and pragmatic tasks such as inducing logical reasoning and problem solving. It is also considered that traditional techniques, such as the stimulation of chains of thoughts, require explicit human guidance. In our approach we employ agents developed from large language models (LLM), each with distinct prototyping that considers behavioral elements, driven by strategies that stimulate the generation of knowledge based on the use case proposed in the scenario (role-play) business, using a discussion approach between agents (guided conversation). We demonstrate the potential of developing agents useful for organizational strategies, based on multi-agent system theories (SMA) and innovative uses based on large language models (LLM based), offering a differentiated and adaptable experiment to different applications, complexities, domains, and capabilities from LLM.","Multi-agent systems and large language models revolutionize human user interaction by simulating complex human interactions and generating knowledge based on use case scenarios."
