"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"N-Version Assessment and Enhancement of Generative AI","https://scispace.com/paper/n-version-assessment-and-enhancement-of-generative-ai-1ozj5elgkpqq","2024","Journal Article","IEEE Software","Marcus Kessel
Colin Atkinson","10.1109/ms.2024.3469388","https://scispace.compdf/n-version-assessment-and-enhancement-of-generative-ai-1ozj5elgkpqq.pdf","Generative AI (GAI) holds great potential to improve software engineering productivity, but its untrustworthy outputs, particularly in code synthesis, pose significant challenges. The need for extensive verification and validation (V&V) of GAI-generated artifacts may undermine the potential productivity gains. This paper proposes a way of mitigating these risks by exploiting GAI's ability to generate multiple versions of code and tests to facilitate comparative analysis across versions. Rather than relying on the quality of a single test or code module, this ""differential GAI"" (D-GAI) approach promotes more reliable quality evaluation through version diversity. We introduce the Large-Scale Software Observatorium (LASSO), a platform that supports D-GAI by executing and analyzing large sets of code versions and tests. We discuss how LASSO enables rigorous evaluation of GAI-generated artifacts and propose its application in both software development and GAI research. ","This paper proposes ""differential GAI"" (D-GAI) to mitigate risks of untrustworthy generative AI outputs in code synthesis by generating multiple versions and facilitating comparative analysis, leveraging the Large-Scale Software Observatorium (LASSO) platform for rigorous evaluation."
"Improving the Learning of Code Review Successive Tasks with Cross-Task Knowledge Distillation","https://scispace.com/paper/improving-the-learning-of-code-review-successive-tasks-with-46qiohgphc","2024","Journal Article","arXiv.org","Oussama Ben Sghaier
Houari Sahraoui","10.48550/arxiv.2402.02063","","Code review is a fundamental process in software development that plays a pivotal role in ensuring code quality and reducing the likelihood of errors and bugs. However, code review can be complex, subjective, and time-consuming. Quality estimation, comment generation, and code refinement constitute the three key tasks of this process, and their automation has traditionally been addressed separately in the literature using different approaches. In particular, recent efforts have focused on fine-tuning pre-trained language models to aid in code review tasks, with each task being considered in isolation. We believe that these tasks are interconnected, and their fine-tuning should consider this interconnection. In this paper, we introduce a novel deep-learning architecture, named DISCOREV, which employs cross-task knowledge distillation to address these tasks simultaneously. In our approach, we utilize a cascade of models to enhance both comment generation and code refinement models. The fine-tuning of the comment generation model is guided by the code refinement model, while the fine-tuning of the code refinement model is guided by the quality estimation model. We implement this guidance using two strategies: a feedback-based learning objective and an embedding alignment objective. We evaluate DISCOREV by comparing it to state-of-the-art methods based on independent training and fine-tuning. Our results show that our approach generates better review comments, as measured by the BLEU score, as well as more accurate code refinement according to the CodeBLEU score","A novel deep-learning architecture, named DISCOREV, which employs cross-task knowledge distillation to address quality estimation, comment generation, and code refinement simultaneously, and utilizes a cascade of models to enhance both comment generation and code refinement models."
"ChatGPT and Human Synergy in Black-Box Testing: A Comparative Analysis","https://scispace.com/paper/chatgpt-and-human-synergy-in-black-box-testing-a-comparative-tzohhb4ajd","2024","Journal Article","arXiv.org","Hiroyuki Kirinuki
Haruto Tanno","10.48550/arxiv.2401.13924","","In recent years, large language models (LLMs), such as ChatGPT, have been pivotal in advancing various artificial intelligence applications, including natural language processing and software engineering. A promising yet underexplored area is utilizing LLMs in software testing, particularly in black-box testing. This paper explores the test cases devised by ChatGPT in comparison to those created by human participants. In this study, ChatGPT (GPT-4) and four participants each created black-box test cases for three applications based on specifications written by the authors. The goal was to evaluate the real-world applicability of the proposed test cases, identify potential shortcomings, and comprehend how ChatGPT could enhance human testing strategies. ChatGPT can generate test cases that generally match or slightly surpass those created by human participants in terms of test viewpoint coverage. Additionally, our experiments demonstrated that when ChatGPT cooperates with humans, it can cover considerably more test viewpoints than each can achieve alone, suggesting that collaboration between humans and ChatGPT may be more effective than human pairs working together. Nevertheless, we noticed that the test cases generated by ChatGPT have certain issues that require addressing before use.","It is demonstrated that when ChatGPT cooperates with humans, it can cover considerably more test viewpoints than each can achieve alone, suggesting that collaboration between humans and ChatGPT may be more effective than human pairs working together."
"The Future of Software Engineering in an AI-Driven World","https://scispace.com/paper/the-future-of-software-engineering-in-an-ai-driven-world-4h9nb27pj2","2024","Preprint","","Valerio Terragni
Partha S. Roop
Kelly Blincoe","10.48550/arxiv.2406.07737","https://scispace.compdf/the-future-of-software-engineering-in-an-ai-driven-world-4h9nb27pj2.pdf","A paradigm shift is underway in Software Engineering, with AI systems such as LLMs gaining increasing importance for improving software development productivity. This trend is anticipated to persist. In the next five years, we will likely see an increasing symbiotic partnership between human developers and AI. The Software Engineering research community cannot afford to overlook this trend; we must address the key research challenges posed by the integration of AI into the software development process. In this paper, we present our vision of the future of software development in an AI-Driven world and explore the key challenges that our research community should address to realize this vision. ","The future of software engineering is AI-driven, with increasing symbiotic partnership between human developers and AI systems. Key research challenges need to be addressed to realize this vision."
"Exploring the synergy between generative AI and software engineering: Automating code optimization and bug fixing","https://scispace.com/paper/exploring-the-synergy-between-generative-ai-and-software-1bl6p42ypm4i","2024","Journal Article","World Journal of Advanced Engineering Technology and Sciences","Kodamasimham Krishna
Pranav Murthy
Saumya Sarangi","10.30574/wjaets.2024.13.1.0464","","As applied to software engineering, generative AI is quickly transitioning from a zero-sum industry game changer into the primary automation tool for code optimization, bug identification, and problem-solving. This technology takes advantage of artificial intelligence algorithms within machine learning models to analyze and write code, resulting in improved quality and speed of an application development process. The generative AI replenishes productivity in development work and enhances centralization between development work teams through code handling and intelligent suggestions for essential codes. However, the integration of AI in software engineering poses the following problems and ethical questions: the question of accuracy, bias, and data. This paper will review the existing knowledge on generative AI in software engineering regarding its current use, future evolutions and advancements, issues and limitations, and ethical factors in using this technology. This paper considers these aspects to give a global outlook on how generative AI will transform software development in the future and how responsible AI should be employed.","Generative AI is transforming software engineering by automating code optimization, bug fixing, and problem-solving, improving quality and speed, but raises concerns on accuracy, bias, and data, requiring responsible AI employment for future software development."
"Helping LLMs Improve Code Generation Using Feedback from Testing and
  Static Analysis","https://scispace.com/paper/helping-llms-improve-code-generation-using-feedback-from-6x0ddxh5qusf","2024","Journal Article","","Greta Dolcetti
Vincenzo Arceri
Eleonora Iotti
Sergio Maffeis
Agostino Cortesi
Enea Zaffanella","10.48550/arxiv.2412.14841","https://scispace.compdf/helping-llms-improve-code-generation-using-feedback-from-6x0ddxh5qusf.pdf","Large Language Models (LLMs) are one of the most promising developments in the field of artificial intelligence, and the software engineering community has readily noticed their potential role in the software development life-cycle. Developers routinely ask LLMs to generate code snippets, increasing productivity but also potentially introducing ownership, privacy, correctness, and security issues. Previous work highlighted how code generated by mainstream commercial LLMs is often not safe, containing vulnerabilities, bugs, and code smells. In this paper, we present a framework that leverages testing and static analysis to assess the quality, and guide the self-improvement, of code generated by general-purpose, open-source LLMs. First, we ask LLMs to generate C code to solve a number of programming tasks. Then we employ ground-truth tests to assess the (in)correctness of the generated code, and a static analysis tool to detect potential safety vulnerabilities. Next, we assess the models ability to evaluate the generated code, by asking them to detect errors and vulnerabilities. Finally, we test the models ability to fix the generated code, providing the reports produced during the static analysis and incorrectness evaluation phases as feedback. Our results show that models often produce incorrect code, and that the generated code can include safety issues. Moreover, they perform very poorly at detecting either issue. On the positive side, we observe a substantial ability to fix flawed code when provided with information about failed tests or potential vulnerabilities, indicating a promising avenue for improving the safety of LLM-based code generation tools. ","This paper presents a framework using testing and static analysis to assess and improve the quality of code generated by open-source LLMs, demonstrating their potential to fix flawed code with feedback, but struggling with initial correctness and safety."
"Do LLMs generate test oracles that capture the actual or the expected
  program behaviour?","https://scispace.com/paper/do-llms-generate-test-oracles-that-capture-the-actual-or-the-3dy8ri0pylzu","2024","Journal Article","","Michael Konstantinou
Renzo Degiovanni
Mike Papadakis","10.48550/arxiv.2410.21136","https://scispace.compdf/do-llms-generate-test-oracles-that-capture-the-actual-or-the-3dy8ri0pylzu.pdf","Software testing is an essential part of the software development cycle to improve the code quality. Typically, a unit test consists of a test prefix and a test oracle which captures the developer's intended behaviour. A known limitation of traditional test generation techniques (e.g. Randoop and Evosuite) is that they produce test oracles that capture the actual program behaviour rather than the expected one. Recent approaches leverage Large Language Models (LLMs), trained on an enormous amount of data, to generate developer-like code and test cases. We investigate whether the LLM-generated test oracles capture the actual or expected software behaviour. We thus, conduct a controlled experiment to answer this question, by studying LLMs performance on two tasks, namely, test oracle classification and generation. The study includes developer-written and automatically generated test cases and oracles for 24 open-source Java repositories, and different well tested prompts. Our findings show that LLM-based test generation approaches are also prone on generating oracles that capture the actual program behaviour rather than the expected one. Moreover, LLMs are better at generating test oracles rather than classifying the correct ones, and can generate better test oracles when the code contains meaningful test or variable names. Finally, LLM-generated test oracles have higher fault detection potential than the Evosuite ones. ","This study investigates whether Large Language Models (LLMs) generate test oracles that capture actual or expected software behavior, finding that LLMs primarily produce oracles reflecting actual behavior, with better performance in oracle generation than classification."
"APITestGenie: Automated API Test Generation through Generative AI","https://scispace.com/paper/apitestgenie-automated-api-test-generation-through-3dwylncvw6vu","2024","Journal Article","","André F. G. Pereira
Bruno Lima
João Pascoal Faria","10.48550/arxiv.2409.03838","","Intelligent assistants powered by Large Language Models (LLMs) can generate program and test code with high accuracy, boosting developers' and testers' productivity. However, there is a lack of studies exploring LLMs for testing Web APIs, which constitute fundamental building blocks of modern software systems and pose significant test challenges. Hence, in this article, we introduce APITestGenie, an approach and tool that leverages LLMs to generate executable API test scripts from business requirements and API specifications. In experiments with 10 real-world APIs, the tool generated valid test scripts 57% of the time. With three generation attempts per task, this success rate increased to 80%. Human intervention is recommended to validate or refine generated scripts before integration into CI/CD pipelines, positioning our tool as a productivity assistant rather than a replacement for testers. Feedback from industry specialists indicated a strong interest in adopting our tool for improving the API test process. ","APITestGenie, a tool leveraging Large Language Models, generates executable API test scripts from business requirements and API specifications with 80% success rate after three attempts, positioning it as a productivity assistant for testers."
"UniTSyn: A Large-Scale Dataset Capable of Enhancing the Prowess of Large Language Models for Program Testing","https://scispace.com/paper/unitsyn-a-large-scale-dataset-capable-of-enhancing-the-52x4bvfv3n","2024","Journal Article","arXiv.org","Yifeng He
Jiabo Huang
Yuyang Rong
Yiwen Guo
Ethan Wang
Hao Chen","10.48550/arxiv.2402.03396","","The remarkable capability of large language models (LLMs) in generating high-quality code has drawn increasing attention in the software testing community. However, existing code LLMs often demonstrate unsatisfactory capabilities in generating accurate and complete tests since they were trained on code snippets collected without differentiating between code for testing purposes and other code. In this paper, we present a large-scale dataset UniTSyn, which is capable of enhancing the prowess of LLMs for Unit Test Synthesis. Associating tests with the tested functions is crucial for LLMs to infer the expected behavior and the logic paths to be verified. By leveraging Language Server Protocol, UniTSyn achieves the challenging goal of collecting focal-test pairs without per-project execution setups or per-language heuristics that tend to be fragile and difficult to scale. It contains 2.7 million focal-test pairs across five mainstream programming languages, making it possible to be utilized for enhancing the test generation ability of LLMs. The details of UniTSyn can be found in Table 1. Our experiments demonstrate that, by building an autoregressive model based on UniTSyn, we can achieve significant benefits in learning and understanding unit test representations, resulting in improved generation accuracy and code coverage across all evaluated programming languages. Code and data will be publicly available.","A large-scale dataset UniTSyn is presented, which is capable of enhancing the prowess of LLMs for Unit Test Synthesis by leveraging Language Server Protocol and can achieve significant benefits in learning and understanding unit test representations, resulting in improved generation accuracy and code coverage across all evaluated programming languages."
"MapCoder: Multi-Agent Code Generation for Competitive Problem Solving","https://scispace.com/paper/mapcoder-multi-agent-code-generation-for-competitive-problem-3l9olvmis9","2024","Preprint","","M.A. Islam
Mohammed Eunus Ali
Md Rizwan Parvez","10.48550/arxiv.2405.11403","https://scispace.compdf/mapcoder-multi-agent-code-generation-for-competitive-problem-3l9olvmis9.pdf","Code synthesis, which requires a deep understanding of complex natural language problem descriptions, generation of code instructions for complex algorithms and data structures, and the successful execution of comprehensive unit tests, presents a significant challenge. While large language models (LLMs) demonstrate impressive proficiency in natural language processing, their performance in code generation tasks remains limited. In this paper, we introduce a new approach to code generation tasks leveraging multi-agent prompting that uniquely replicates the full cycle of program synthesis as observed in human developers. Our framework, MapCoder, consists of four LLM agents specifically designed to emulate the stages of this cycle: recalling relevant examples, planning, code generation, and debugging. After conducting thorough experiments, with multiple LLM ablations and analyses across eight challenging competitive problem-solving and program synthesis benchmarks, MapCoder showcases remarkable code generation capabilities, achieving new state-of-the-art results (pass@1) on HumanEval (93.9%), MBPP (83.1%), APPS (22.0%), CodeContests (28.5%), and xCodeEval (45.3%). Moreover, our method consistently delivers superior performance across various programming languages and varying problem difficulties. We open-source our framework at https://github.com/Md-Ashraful-Pramanik/MapCoder. ","MapCoder is a novel multi-agent code generation framework that achieves state-of-the-art results on various benchmarks, replicating the full cycle of program synthesis as observed in human developers."
"Optimizing AI-Assisted Code Generation","https://scispace.com/paper/optimizing-ai-assisted-code-generation-35mxuzuro7a1","2024","Journal Article","","Simon Torka
Şahin Albayrak","10.48550/arxiv.2412.10953","https://scispace.compdf/optimizing-ai-assisted-code-generation-35mxuzuro7a1.pdf","In recent years, the rise of AI-assisted code-generation tools has significantly transformed software development. While code generators have mainly been used to support conventional software development, their use will be extended to powerful and secure AI systems. Systems capable of generating code, such as ChatGPT, OpenAI Codex, GitHub Copilot, and AlphaCode, take advantage of advances in machine learning (ML) and natural language processing (NLP) enabled by large language models (LLMs). However, it must be borne in mind that these models work probabilistically, which means that although they can generate complex code from natural language input, there is no guarantee for the functionality and security of the generated code. However, to fully exploit the considerable potential of this technology, the security, reliability, functionality, and quality of the generated code must be guaranteed. This paper examines the implementation of these goals to date and explores strategies to optimize them. In addition, we explore how these systems can be optimized to create safe, high-performance, and executable artificial intelligence (AI) models, and consider how to improve their accessibility to make AI development more inclusive and equitable. ","This paper explores optimizing AI-assisted code generation tools, such as ChatGPT and GitHub Copilot, to ensure secure, reliable, and high-quality code output, while improving accessibility and equity in AI development through large language models and machine learning advancements."
"AMR-Evol: Adaptive Modular Response Evolution Elicits Better Knowledge Distillation for Large Language Models in Code Generation","https://scispace.com/paper/amr-evol-adaptive-modular-response-evolution-elicits-better-4mjcjb98etxp","2024","Journal Article","","Ziyang Luo
Xin Li
Hongzhan Lin
Jing Ma
Li Bing","10.48550/arxiv.2410.00558","https://scispace.compdf/amr-evol-adaptive-modular-response-evolution-elicits-better-4mjcjb98etxp.pdf","The impressive performance of proprietary LLMs like GPT4 in code generation has led to a trend to replicate these capabilities in open-source models through knowledge distillation (e.g. Code Evol-Instruct). However, these efforts often neglect the crucial aspect of response quality, relying heavily on teacher models for direct response distillation. This paradigm, especially for complex instructions, can degrade the quality of synthesized data, compromising the knowledge distillation process. To this end, our study introduces the Adaptive Modular Response Evolution (AMR-Evol) framework, which employs a two-stage process to refine response distillation. The first stage, modular decomposition, breaks down the direct response into more manageable sub-modules. The second stage, adaptive response evolution, automatically evolves the response with the related function modules. Our experiments with three popular code benchmarks—HumanEval, MBPP, and EvalPlus—attests to the superiority of the AMR-Evol framework over baseline response distillation methods. By comparing with the open-source Code LLMs trained on a similar scale of data, we observed performance enhancements: more than +3.0 points on HumanEval-Plus and +1.0 points on MBPP-Plus, which underscores the effectiveness of our framework. Our codes are available at https://github.com/ChiYeungLaw/AMR-Evol.","This study introduces AMR-Evol, a two-stage framework for knowledge distillation in large language models for code generation, improving response quality and outperforming baseline methods by +3.0 to +1.0 points on three popular code benchmarks."
"Enhancing software engineering practices with generative AI: A framework for automated code synthesis and refactoring","https://scispace.com/paper/enhancing-software-engineering-practices-with-generative-ai-1eo5ta9wj724","2024","Journal Article","World Journal of Advanced Engineering Technology and Sciences","K. Vijaya Krishna
Dheerender Thakur
Harika Sree Meka","10.30574/wjaets.2024.13.1.0463","","This paper is based on how software development has been revolutionized using AI in automation, mainly dealing with code synthesis and rewrite frameworks. While there is no focused definition for software development with AI technologies, their application in development processes is unlikely to remain marginal as they mature and provide higher productivity, improved code quality, and enhanced ability for automating repetitive tasks in development. Automating coding means that predefined tools can bring code suggestions, show and apply refactoring features, and enforce coding standards so developers can devote their efforts to other aspects of software development. The following paper describes the practical systems that should be adopted before AI can be incorporated into software development. It also covers essential factors such as ethical, security, and quality aspects regarding the proper use of artificial intelligence. Lastly, the paper focuses on the direction and innovations in the future, including domain-specific AI models, better explainability of the AI solutions, and collaborative tools that can work according to improved and modified development practices. The framework is intended to balance machine learning with human experience to help developers utilize the benefits that an AI-Based Software Development Framework can render. ","This paper proposes a framework for integrating generative AI in software engineering, enhancing code synthesis, refactoring, and productivity, while addressing ethical, security, and quality concerns, and outlining future innovations in AI-based software development practices."
"AI-Augmented Software Development: Boosting Efficiency and Quality","https://scispace.com/paper/ai-augmented-software-development-boosting-efficiency-and-19cmud2cniyz","2024","Proceedings Article","","Shreyas Pangavhane
Gokul Raktate
Prasad Pariane
Krishna Shelar
Rohit Wakchaure
Jaydeep Kale","10.1109/dasa63652.2024.10836523","","Software developer's approaches to coding, testing, and deployment are changing due to the incorporation of Artificial Intelligence (AI) into software development. AI-Augmented Software Development Tools simplify repetitive activities, boost productivity, and lessen the cognitive load on developers by utilizing machine learning, natural language processing (NLP), and other AI techniques. These tools support several development phases, including DevOps optimization, testing automation, problem discovery, and code generation. For example, AI-driven systems find flaws and inefficiencies in the code, while AI-powered code generation tools like GitHub Copilot help with code suggestion and completion. Additionally, AI automates debugging and test case creation, ensuring the scalability and dependability of software systems. Artificial intelligence (AI) improves quality assurance in complex contexts such as microservices and APIs by maximizing test coverage and identifying abnormalities. Additionally, AI-powered assistants help guide engineers through code inspections, security checks, and performance optimization. Notwithstanding these advantages, there are drawbacks to using AI tools, such as privacy issues and an excessive reliance on automation. With continued development, these tools have the potential to not only expedite development but also redirect the developer's attention towards more complex problem resolution, thereby transforming software engineering methodologies. [7]","AI-Augmented Software Development boosts efficiency and quality by simplifying repetitive tasks, automating testing and debugging, and enhancing code generation, but raises concerns about privacy and over-reliance on automation."
"Generative Ai in Software Development : an Overview and Evaluation of Modern Coding Tools","https://scispace.com/paper/generative-ai-in-software-development-an-overview-and-z1dwe0941w","2024","Journal Article","International Journal For Multidisciplinary Research","N.A. Aarti","10.36948/ijfmr.2024.v06i03.23271","","Generative AI has significantly transformed software development by leveraging advanced machine learning models to automate coding tasks, generate code, and enhance productivity. This paper provides an overview and evaluation of modern AI-powered coding tools, including GitHub Copilot, OpenAI Codex, DeepCode, Amazon CodeGuru, TabNine, Kite, and IntelliCode, which use large language models (LLMs) to offer real-time code suggestions, automated error detection, and intelligent code completions. Despite their benefits, these tools face challenges related to accuracy, contextual understanding, security, privacy, and ethical considerations, necessitating thorough review and testing of AI-generated code by developers. The integration of AI in coding also raises concerns about proprietary information protection and ethical implications such as job displacement. This paper explores the capabilities, applications, and limitations of current generative AI tools, highlighting their impact on software development and discussing future directions. Emphasis is placed on the need for improved model training, enhanced contextual understanding, secure AI training methods, and ethical AI usage. By addressing these challenges, the industry can maximize the potential of generative AI, creating more accurate, reliable, and ethically sound tools that support a collaborative and innovative software development environment. ","An overview and evaluation of modern AI-powered coding tools, including GitHub Copilot, OpenAI Codex, DeepCode, Amazon CodeGuru, TabNine, Kite, and IntelliCode, which use large language models to offer real-time code suggestions, automated error detection, and intelligent code completions are provided."
"Semi-Instruct: Bridging Natural-Instruct and Self-Instruct for Code Large Language Models","https://scispace.com/paper/semi-instruct-bridging-natural-instruct-and-self-instruct-1pli5zhtwt","2024","Journal Article","arXiv.org","Xianzhen Luo
Qingfu Zhu
Zhiming Zhang
Xu Wang
Qing Yang
Dongliang Xu
Wanxiang Che","10.48550/arxiv.2403.00338","","Instruction tuning plays a pivotal role in Code Large Language Models (Code LLMs) for the task of program synthesis. Presently, two dominant paradigms for collecting tuning data are natural-instruct (human-written) and self-instruct (automatically generated). Natural-instruct includes diverse and correct codes but lacks instruction-code pairs, and exists improper code formats like nested single-line codes. In contrast, self-instruct automatically generates proper paired data. However, it suffers from low diversity due to generating duplicates and cannot ensure the correctness of codes. To bridge the both paradigms, we propose \textbf{Semi-Instruct}. It first converts diverse but improper codes from natural-instruct into proper instruction-code pairs through a method similar to self-instruct. To verify the correctness of generated codes, we design a novel way to construct test cases by generating cases' inputs and executing correct codes from natural-instruct to get outputs. Finally, diverse and correct instruction-code pairs are retained for instruction tuning. Experiments show that semi-instruct is significantly better than natural-instruct and self-instruct. Furthermore, the performance steadily improves as data scale increases.","Semi-Instruct bridges natural-instruct and self-instruct for Code LLMs, generating diverse and correct instruction-code pairs while ensuring code correctness."
"Leveraging Pre-Trained Large Language Models (LLMs) for On-Premises Comprehensive Automated Test Case Generation: An Empirical Study","https://scispace.com/paper/leveraging-pre-trained-large-language-models-llms-for-on-3fpt1224fi9s","2024","Journal Article","","Hang Yin
Habiba Ibrahim Mohammed
Sai Boyapati","10.1109/iciibms62405.2024.10792720","","The rapidly evolving field of Artificial Intelligence (AI)-assisted software testing has predominantly focused on automated test code generation, with limited research exploring the realm of automated test case generation from user stories requirements. This paper presents a comprehensive empirical study on harnessing pre-trained Large Language Models (LLMs) for generating concrete test cases from natural language requirements given in user stories. We investigate the efficacy of various prompting and alignment techniques, including prompt chaining, few-shot instructions, and agency-based approaches, to facilitate secure on-premises deployment. By integrating our learnings with an on-premises model setup, wherein we deploy a RoPE scaled 4-bit quantized LLaMA 3 70B Instruct model, optionally augmented with LoRA adapters trained on QA datasets, we demonstrate that this approach yields more accurate and consistent test cases despite video random-access memory (VRAM) constraints, thereby maintaining the security benefits of an on-premises deployment.","This study leverages pre-trained Large Language Models (LLMs) for on-premises automated test case generation from user stories, investigating prompting and alignment techniques to yield accurate and consistent test cases despite VRAM constraints."
"AutoCodeRover: Autonomous Program Improvement","https://scispace.com/paper/autocoderover-autonomous-program-improvement-4rn0me1lkw","2024","Journal Article","arXiv.org","Yuntong Zhang
Haifeng Ruan
Zhiyu Fan
Abhik Roychoudhury","10.48550/arxiv.2404.05427","","Researchers have made significant progress in automating the software development process in the past decades. Recent progress in Large Language Models (LLMs) has significantly impacted the development process, where developers can use LLM-based programming assistants to achieve automated coding. Nevertheless software engineering involves the process of program improvement apart from coding, specifically to enable software maintenance (e.g. bug fixing) and software evolution (e.g. feature additions). In this paper, we propose an automated approach for solving GitHub issues to autonomously achieve program improvement. In our approach called AutoCodeRover, LLMs are combined with sophisticated code search capabilities, ultimately leading to a program modification or patch. In contrast to recent LLM agent approaches from AI researchers and practitioners, our outlook is more software engineering oriented. We work on a program representation (abstract syntax tree) as opposed to viewing a software project as a mere collection of files. Our code search exploits the program structure in the form of classes/methods to enhance LLM's understanding of the issue's root cause, and effectively retrieve a context via iterative search. The use of spectrum based fault localization using tests, further sharpens the context, as long as a test-suite is available. Experiments on SWE-bench-lite which consists of 300 real-life GitHub issues show increased efficacy in solving GitHub issues (22-23% on SWE-bench-lite). On the full SWE-bench consisting of 2294 GitHub issues, AutoCodeRover solved around 16% of issues, which is higher than the efficacy of the recently reported AI software engineer Devin from Cognition Labs, while taking time comparable to Devin. We posit that our workflow enables autonomous software engineering, where, in future, auto-generated code from LLMs can be autonomously improved.","AutoCodeRover autonomously improves software by combining LLMs with code search capabilities and program representation. It solves GitHub issues by leveraging program structure and tests, achieving comparable efficacy to human engineers."
"Integrating Large Language Models for Automated Test Case Generation in Complex","https://scispace.com/paper/integrating-large-language-models-for-automated-test-case-4zs14u9kgyi0","2020","Journal Article","International Journal For Multidisciplinary Research","Hariprasad Sivaraman","10.36948/ijfmr.2020.v02i01.20750","","When software systems are larger, complex and mature, the quality assurance process gets difficult. Test case generation in a conventional manner, often manually, is a time and resource-intensive process that fails to cope with the fast cycles that modern dynamic development environments push. In this paper a novel technique to automatically generate test cases based on the new state-of-the-art Large Language Models (LLMs) is being proposed. LLMs, an application of Natural Language Processing (NLP) techniques, provide immense benefits such as the ability to analyze unstructured data for e.g., system documentation, user stories, and historical test data to automatically generate test cases. Integrating LLMs into the test automation pipeline can result in increased test coverage, decreased manual overhead, and enhanced system stability to the organization. Conventional approaches are contrasted with LLM-centric methodologies, to provide a detailed sequential approach to integrating LLMs, and highlight challenges and limitations with respect to the practical adoption of LLMs for testing. This paper provides directions for future research in this fast-growing area. ","This paper proposes a novel technique using Large Language Models to automatically generate test cases for complex software systems, increasing test coverage, reducing manual overhead, and enhancing system stability, while highlighting challenges and limitations for practical adoption."
"Test Suite Optimization Using Machine Learning Techniques: A Comprehensive Study","https://scispace.com/paper/test-suite-optimization-using-machine-learning-techniques-a-2l3lkuhpymgy","2024","Journal Article","IEEE Access","Abid Mehmood
Qazi Mudassar Ilyas
Muneer Ahmad
Zhongliang Shi","10.1109/access.2024.3490453","","Software testing is an essential yet costly phase of the software development lifecycle. While machine learning-based test suite optimization techniques have shown promise in reducing testing costs and improving fault detection, a comprehensive evaluation of their effectiveness across different environments is still lacking. This paper reviews 43 studies published between 2018 and 2023, covering various test case selection, prioritization, and reduction techniques using machine learning. The findings reveal that conventional machine learning techniques, particularly supervised learning methods, have been widely adopted for test case prioritization and selection. Recent advancements, such as deep learning and hybrid models, show potential in improving fault detection rates and scalability, though challenges remain in adapting these techniques to large-scale and dynamic environments. Additionally, Generative AI and large language models (LLMs) are emerging as promising tools for automating aspects of test case generation and prioritization, offering new avenues for future research in enhancing test suite optimization. The study identifies recent trends, challenges, and opportunities for further research, with a focus on both conventional and emerging methods, including deep learning, hybrid approaches, and Generative AI models. By systematically analyzing these techniques, this work contributes to the understanding of how machine learning and Generative AI can enhance test suite optimization and highlights future directions for improving the scalability and real-world applicability of these methods.","This study reviews 43 machine learning-based test suite optimization techniques, highlighting conventional supervised learning methods' effectiveness, emerging deep learning and hybrid models' potential, and Generative AI's promise in automating test case generation and prioritization."
"Test-Case-Driven Programming Understanding in Large Language Models for Better Code Generation","https://scispace.com/paper/test-case-driven-programming-understanding-in-large-language-4c3bo9otte","2023","Journal Article","arXiv.org","Zhao Tian
Junjie Chen","10.48550/arxiv.2309.16120","https://scispace.compdf/test-case-driven-programming-understanding-in-large-language-4c3bo9otte.pdf","Code generation is to automatically generate source code conforming to a given programming specification, which has received extensive attention especially with the development of large language models (LLMs). Due to the inherent difficulty of code generation, the code generated by LLMs may be also not aligned with the specification. To improve the perfor mance of LLMs in code generation, some Chain of Thought (CoT) techniques have been proposed to guide LLMs for programming understanding before code generation. However, they are still hard to figure out complicated programming logic according to the (concise) specification, leadingto unsatisfactory code generation performance. In this work, we propose the first test-case-driven CoT technique, called TCoT, to further enhance the ability of LLMs in code generation. It understands the programming specification from the novel perspective of test cases, which is aligned with human practice by using examples to understand complicated problems. Due to the existence of the expected output specified in a test case, TCoT can instantly check the correctness of the programming understanding and then refine it to be as correct as possible before code generation. In this way, it is more likely to generate correct code. Our evaluation on 6 datasets and 14 baselines demonstrates the effectiveness of TCoT. For example, TCoT improves ChatGPT by 13.93%~69.44% in terms of Pass@1 (measuring the ratio of programming problems for which the generated code passes all test cases), and outperforms the existing CoT technique with the improvement of 12.14%~53.72% in terms of Pass@1.","A novel prompting technique, called {\mu}FiX, is proposed to improve the code generation performance of LLMs by devising both sophisticated thought-eliciting prompting and feedback-based prompting and making the first exploration on their synergy."
