Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
"A Hierarchical-DBSCAN Method for Extracting Microservices from
  Monolithic Applications","- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses hierarchical DBSCAN to extract microservices from monoliths, combining AST‑based call graphs and TF‑IDF semantics; lacks code‑transformer embeddings and deduplication focus, but demonstrates clustering and some sensitivity analysis on real codebases.",https://scispace.com/paper/a-hierarchical-dbscan-method-for-extracting-microservices-n992yzbx,2022,Posted Content,"","",10.48550/arxiv.2206.07010,https://scispace.com/pdf/a-hierarchical-dbscan-method-for-extracting-microservices-n992yzbx.pdf,"The microservices architectural style offers many advantages such as scalability, reusability and ease of maintainability. As such microservices has become a common architectural choice when developing new applications. Hence, to benefit from these advantages, monolithic applications need to be redesigned in order to migrate to a microservice based architecture. Due to the inherent complexity and high costs related to this process, it is crucial to automate this task. In this paper, we propose a method that can identify potential microservices from a given monolithic application. Our method takes as input the source code of the source application in order to measure the similarities and dependencies between all of the classes in the system using their interactions and the domain terminology employed within the code. These similarity values are then used with a variant of a density-based clustering algorithm to generate a hierarchical structure of the recommended microservices while identifying potential outlier classes. We provide an empirical evaluation of our approach through different experimental settings including a comparison with existing human-designed microservices and a comparison with 5 baselines. The results show that our method succeeds in generating microservices that are overall more cohesive and that have fewer interactions in-between them with up to 0.9 of precision score when compared to human-designed microservices. "
SCDetector: Software functional clone detection based on semantic tokens analysis,"- **Relevance Score:** 16/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses CFG centrality to create semantic tokens and a Siamese network, achieving faster clone detection than graph‑matching baselines; no transformer embeddings or clustering, limited to clone detection rather than deduplication.",https://scispace.com/paper/scdetector-software-functional-clone-detection-based-on-10v8hk90xx,2020,Proceedings Article,Automated Software Engineering,"Yueming Wu
Deqing Zou
Shihan Dou
Siru Yang
Wei Yang
Feng Cheng
Hong Liang
Hai Jin",10.1145/3324884.3416562,https://youngwei.com/pdf/SCDetector.pdf,"Code clone detection is to find out code fragments with similar functionalities, which has been more and more important in software engineering. Many approaches have been proposed to detect code clones, in which token-based methods are the most scalable but cannot handle semantic clones because of the lack of consideration of program semantics. To address the issue, researchers conduct program analysis to distill the program semantics into a graph representation and detect clones by matching the graphs. However, such approaches suffer from low scalability since graph matching is typically time-consuming. In this paper, we propose SCDetector to combine the scalability of token-based methods with the accuracy of graph-based methods for software functional clone detection. Given a function source code, we first extract the control flow graph by static analysis. Instead of using traditional heavyweight graph matching, we treat the graph as a social network and apply social-network-centrality analysis to dig out the centrality of each basic block. Then we assign the centrality to each token in a basic block and sum the centrality of the same token in different basic blocks. By this, a graph is turned into certain tokens with graph details (i.e., centrality), called semantic tokens. Finally, these semantic tokens are fed into a Siamese architecture neural network to train a code clone detector. We evaluate SCDetector on two large datasets of functionally similar code. Experimental results indicate that our system is superior to four state-of-the-art methods (i.e., SourcererCC, Deckard, RtvNN, and ASTNN) and the time cost of SCDetector is 14 times less than a traditional graph-based method (i.e., CCSharp) on detecting semantic clones."
Source code clone detection using unsupervised similarity measures,"- **Relevance Score:** 16/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on unsupervised similarity measures for clone detection, lacks transformer embeddings or clustering, but includes empirical comparisons on a code‑clone benchmark and some measure ablations.",https://scispace.com/paper/source-code-clone-detection-using-unsupervised-similarity-wzi4tblce0,2024,Journal Article,arXiv.org,Jorge Martínez Gil,10.48550/arxiv.2401.09885,https://arxiv.org/pdf/2401.09885,"Assessing similarity in source code has gained significant attention in recent years due to its importance in software engineering tasks such as clone detection and code search and recommendation. This work presents a comparative analysis of unsupervised similarity measures for identifying source code clone detection. The goal is to overview the current state-of-the-art techniques, their strengths, and weaknesses. To do that, we compile the existing unsupervised strategies and evaluate their performance on a benchmark dataset to guide software engineers in selecting appropriate methods for their specific use cases. The source code of this study is available at https://github.com/jorge-martinez-gil/codesim "
"Improving Source Code Similarity Detection Through GraphCodeBERT and
  Integration of Additional Features","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses GraphCodeBERT to enhance code similarity detection, but lacks clustering, deduplication, baseline comparisons, and detailed engineering evaluations.",https://scispace.com/paper/improving-source-code-similarity-detection-through-4fe5u9r8nkcw,2024,Journal Article,"",Jorge Martínez-Gil,10.48550/arxiv.2408.08903,http://arxiv.org/pdf/2408.08903,"This paper presents a novel approach for source code similarity detection that integrates an additional output feature into the classification process with the goal of improving model performance. Our approach is based on the GraphCodeBERT model, extended with a custom output feature layer and a concatenation mechanism for improved feature representation. The model was trained and evaluated, achieving promising results in terms of precision, recall, and f-measure. The implementation details, including model architecture and training strategies are discussed. The source code that illustrates our approach can be downloaded from https://www.github.com/jorge-martinez-gil/graphcodebert-feature-integration. "
Pre-training Code Representation with Semantic Flow Graph for Effective Bug Localization,"- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses SemanticCodeBERT, a code‑oriented transformer, for bug localization; does not involve clustering, deduplication, or related empirical comparisons.",https://scispace.com/paper/pre-training-code-representation-with-semantic-flow-graph-4jpyvrbzh8,2023,Preprint,"","Yuchen Du
Zhongxing Yu",10.48550/arxiv.2308.12773,"","Enlightened by the big success of pre-training in natural language processing, pre-trained models for programming languages have been widely used to promote code intelligence in recent years. In particular, BERT has been used for bug localization tasks and impressive results have been obtained. However, these BERT-based bug localization techniques suffer from two issues. First, the pre-trained BERT model on source code does not adequately capture the deep semantics of program code. Second, the overall bug localization models neglect the necessity of large-scale negative samples in contrastive learning for representations of changesets and ignore the lexical similarity between bug reports and changesets during similarity estimation. We address these two issues by 1) proposing a novel directed, multiple-label code graph representation named Semantic Flow Graph (SFG), which compactly and adequately captures code semantics, 2) designing and training SemanticCodeBERT based on SFG, and 3) designing a novel Hierarchical Momentum Contrastive Bug Localization technique (HMCBL). Evaluation results show that our method achieves state-of-the-art performance in bug localization. "
Citation Intent Classification Using Word Embedding,"- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses HDBSCAN on citation intents, not code; lacks code embeddings, deduplication, and software‑engineering evaluation, making it largely irrelevant to the core criteria.",https://scispace.com/paper/citation-intent-classification-using-word-embedding-2sbdjd0vlk,2021,Journal Article,IEEE Access,"Muhammad Roman
Abdul Shahid
Shafiullah Khan
Anis Koubaa
Lisu Yu",10.1109/ACCESS.2021.3050547,https://scispace.com/pdf/citation-intent-classification-using-word-embedding-2sbdjd0vlk.pdf,"Citation analysis is an active area of research for various reasons. So far, statistical approaches are mainly used for citation analysis, which does not look into the internal context of the citations. Deep analysis of citation may reveal interesting findings by utilizing deep neural network algorithms. The existing scholarly datasets are best suited for statistical approaches but lack citation context, intent, and section information. Furthermore, the datasets are too small to be used with deep learning approaches. For citation intent analysis, the datasets must have a citation context labeled with different citation intent classes. Most of the datasets either do not have labeled context sentences, or the sample is too small to be generalized. In this study, we critically investigated the available datasets for citation intent and proposed an automated citation intent technique to label the citation context with citation intent. Furthermore, we annotated ten million citation contexts with citation intent from Citation Context Dataset (C2D) dataset with the help of our proposed method. We applied Global Vectors (GloVe), Infersent, and Bidirectional Encoder Representations from Transformers (BERT) word embedding methods and compared their Precision, Recall, and F1 measures. It was found that BERT embedding performs significantly better, having an 89% Precision score. The labeled dataset, which is freely available for research purposes, will enhance the study of citation context analysis. Finally, It can be used as a benchmark dataset for finding the citation motivation and function from in-text citations."
Research and Implementation of Code Similarity Detection Technology Based on Deep Learning,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Tree‑LSTM on enhanced ASTs for code similarity, not transformer embeddings or clustering. Shows advantage over AST baselines, but lacks deduplication clustering, transformer models, scalability analysis, and ablation studies.",https://scispace.com/paper/research-and-implementation-of-code-similarity-detection-1mnojkaorf,2023,Journal Article,"","Xibao Wu
Wei Zhao
Zhuo Tan
Xinyao Zhang
Wenbai Chen",10.1109/ccis59572.2023.10262836,"","To enhance code security and stability, code similarity detection techniques are crucial for identifying known software code vulnerabilities, particularly in open-source code. Traditional code clone detection methods based on Abstract Syntax Tree (AST) have shown limitations in achieving satisfactory results. To address this, researchers have turned to deep neural network models for extracting latent semantic features from code. This paper presents a novel methodology that leverages an enhanced AST to extract semantic information from the source code. A Tree-Long Short-Term Memory (Tree-LSTM) neural network is then utilized to encode the AST into function feature vectors. The similarity between code snippets is determined through cosine similarity calculations on these feature vectors. The experimental results demonstrate the significant advantages of this approach in code similarity detection, enabling effective identification and prevention of known code vulnerabilities. Thus, ensuring software security and stability. "
Code Clone Detection based on Event Embedding and Event Dependency,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses event‑based embeddings for semantic clone detection, outperforming prior models, but lacks transformer embeddings, clustering, and detailed deduplication analyses.",https://scispace.com/paper/code-clone-detection-based-on-event-embedding-and-event-4ug2uuhdph,2021,Posted Content,arXiv: Software Engineering,"Cheng Huang
Hui Zhou
Chunyang Ye
Bingzhuo Li","",http://arxiv.org/pdf/2111.14183.pdf,"The code clone detection method based on semantic similarity has important value in software engineering tasks (e.g., software evolution, software reuse). Traditional code clone detection technologies pay more attention to the similarity of code at the syntax level, and less attention to the semantic similarity of the code. As a result, candidate codes similar in semantics are ignored. To address this issue, we propose a code clone detection method based on semantic similarity. By treating code as a series of interdependent events that occur continuously, we design a model namely EDAM to encode code semantic information based on event embedding and event dependency. The EDAM model uses the event embedding method to model the execution characteristics of program statements and the data dependence information between all statements. In this way, we can embed the program semantic information into a vector and use the vector to detect codes similar in semantics. Experimental results show that the performance of our EDAM model is superior to state of-the-art open source models for code clone detection."
Predicting patch correctness based on the similarity of failing test cases,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses transformer‑based code embeddings to compare failing tests and patches, but relies on similarity search rather than clustering; no deduplication or clustering methods, limited evaluation of scalability or baselines.",https://scispace.com/paper/predicting-patch-correctness-based-on-the-similarity-of-1ldthadc,2022,Journal Article,ACM Transactions on Software Engineering and Methodology,"H Tian
Y Li
W Pian
AK Kabore
K Liu",10.1145/3511096,https://dl.acm.org/doi/pdf/10.1145/3511096,"How do we know a generated patch is correct? This is a key challenging question that automated program repair (APR) systems struggle to address given the incompleteness of available test suites. Our intuition is that we can triage correct patches by checking whether each generated patch implements code changes (i.e., behavior) that are relevant to the bug it addresses. Such a bug is commonly specified by a failing test case. Towards predicting patch correctness in APR, we propose a novel yet simple hypothesis on how the link between the patch behavior and failing test specifications can be drawn: similar failing test cases should require similar patches . We then propose BATS , an unsupervised learning-based approach to predict patch correctness by checking patch B ehavior A gainst failing T est S pecification. BATS exploits deep representation learning models for code and patches: For a given failing test case, the yielded embedding is used to compute similarity metrics in the search for historical similar test cases to identify the associated applied patches, which are then used as a proxy for assessing the correctness of the APR-generated patches. Experimentally, we first validate our hypothesis by assessing whether ground-truth developer patches cluster together in the same way that their associated failing test cases are clustered. Then, after collecting a large dataset of 1,278 plausible patches (written by developers or generated by 32 APR tools), we use BATS to predict correct patches: BATS achieves AUC between 0.557 to 0.718 and recall between 0.562 and 0.854 in identifying correct patches. Our approach outperforms state-of-the-art techniques for identifying correct patches without the need for large labeled patch datasets—as is the case with machine learning-based approaches. While BATS is constrained by the availability of similar test cases, we show that it can still be complementary to existing approaches: When combined with a recent approach that relies on supervised learning, BATS improves the overall recall in detecting correct patches. We finally show that BATS is complementary to the state-of-the-art PATCH-SIM dynamic approach for identifying correct patches generated by APR tools. "
Modeling functional similarity in source code with graph-based siamese networks,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on graph‑based siamese networks for clone detection, not transformer embeddings or clustering; compares to a baseline and uses standard clone benchmarks, but lacks deduplication, clustering, and scalability analyses.",https://scispace.com/paper/modeling-functional-similarity-in-source-code-with-graph-1mnzcjau62,2020,Posted Content,arXiv: Software Engineering,"Nikita Mehrotra
Navdha Agarwal
Piyush Gupta
Saket Anand
David Lo
Rahul Purandare","",https://arxiv.org/pdf/2011.11228,"Code clones are duplicate code fragments that share (nearly) similar syntax or semantics. Code clone detection plays an important role in software maintenance, code refactoring, and reuse. A substantial amount of research has been conducted in the past to detect clones. A majority of these approaches use lexical and syntactic information to detect clones. However, only a few of them target semantic clones. Recently, motivated by the success of deep learning models in other fields, including natural language processing and computer vision, researchers have attempted to adopt deep learning techniques to detect code clones. These approaches use lexical information (tokens) and(or) syntactic structures like abstract syntax trees (ASTs) to detect code clones. However, they do not make sufficient use of the available structural and semantic information hence, limiting their capabilities. 
This paper addresses the problem of semantic code clone detection using program dependency graphs and geometric neural networks, leveraging the structured syntactic and semantic information. We have developed a prototype tool HOLMES, based on our novel approach, and empirically evaluated it on popular code clone benchmarks. Our results show that HOLMES performs considerably better than the other state-of-the-art tool, TBCCD. We also evaluated HOLMES on unseen projects and performed cross dataset experiments to assess the generalizability of HOLMES. Our results affirm that HOLMES outperforms TBCCD since most of the pairs that HOLMES detected were either undetected or suboptimally reported by TBCCD."
A Survey on Contextualised Semantic Shift Detection,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey discusses DBSCAN, HDBSCAN, and hierarchical clustering for semantic shift detection in text, but lacks code embeddings, deduplication experiments, or software‑engineering evaluation.",https://scispace.com/paper/a-survey-on-contextualised-semantic-shift-detection-dqaklatc,2023,Posted Content,"","",10.48550/arxiv.2304.01666,https://scispace.com/pdf/a-survey-on-contextualised-semantic-shift-detection-dqaklatc.pdf,"Semantic Shift Detection (SSD) is the task of identifying, interpreting, and assessing the possible change over time in the meanings of a target word. Traditionally, SSD has been addressed by linguists and social scientists through manual and time-consuming activities. In the recent years, computational approaches based on Natural Language Processing and word embeddings gained increasing attention to automate SSD as much as possible. In particular, over the past three years, significant advancements have been made almost exclusively based on word contextualised embedding models, which can handle the multiple usages/meanings of the words and better capture the related semantic shifts. In this paper, we survey the approaches based on contextualised embeddings for SSD (i.e., CSSDetection) and we propose a classification framework characterised by meaning representation, time-awareness, and learning modality dimensions. The framework is exploited i) to review the measures for shift assessment, ii) to compare the approaches on performance, and iii) to discuss the current issues in terms of scalability, interpretability, and robustness. Open challenges and future research directions about CSSDetection are finally outlined. "
A Similarity-based Stacked Deep Learning Architectures for Detection of Software Clones,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on similarity‑based deep learning for clone detection, not on transformer embeddings or clustering, so it does not meet the main deduplication criteria; only performance claims are somewhat relevant.",https://scispace.com/paper/a-similarity-based-stacked-deep-learning-architectures-for-7n120sjcid8z,2024,Journal Article,"",Abdullah Sheneamer,10.1109/iceccme62383.2024.10796546,"","Reducing duplication and preserving code quality require the detection of software clones, or similar or identical code parts. The accuracy and scalability of conventional clone detection techniques are threatened by the growing complexity and scale of software projects. This study presents a novel formal similarity model that includes various similarity measures to evaluate syntactic and semantic distances across method blocks. A similarity-based stacking deep learning architecture intended to improve software clone detection. Our work is unique in that it uses a variety of similarity scores and measurements as features in layered deep learning to detect code clones based on semantic code features. Our results show that our approach significantly outperforms existing code clone detectors, achieving a 99% success rate in detecting cloned code based on F-score, recall, and precision, and 98-100% accuracy in most cases."
"Process Mining Embeddings: Learning Vector Representations for Petri
  Nets","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses HDBSCAN clustering on graph2vec embeddings of Petri nets, but lacks code‑oriented transformer embeddings, software test deduplication, and related empirical comparisons.",https://scispace.com/paper/process-mining-embeddings-learning-vector-representations-3oxv84z9dg,2024,Preprint,"","Juan G. Colonna
Ahmed Fares
Márcio Duarte
Ricardo Sousa",10.48550/arxiv.2404.17129,https://scispace.compdf/process-mining-embeddings-learning-vector-representations-3oxv84z9dg.pdf,"Process mining offers powerful techniques for discovering, analyzing, and enhancing real-world business processes. In this context, Petri nets provide an expressive means of modeling process behavior. However, directly analyzing and comparing intricate Petri net presents challenges. This study introduces PetriNet2Vec, a novel unsupervised methodology based on Natural Language Processing concepts inspired by Doc2Vec and designed to facilitate the effective comparison, clustering, and classification of process models represented as embedding vectors. These embedding vectors allow us to quantify similarities and relationships between different process models. Our methodology was experimentally validated using the PDC Dataset, featuring 96 diverse Petri net models. We performed cluster analysis, created UMAP visualizations, and trained a decision tree to provide compelling evidence for the capability of PetriNet2Vec to discern meaningful patterns and relationships among process models and their constituent tasks. Through a series of experiments, we demonstrated that PetriNet2Vec was capable of learning the structure of Petri nets, as well as the main properties used to simulate the process models of our dataset. Furthermore, our results showcase the utility of the learned embeddings in two crucial downstream tasks within process mining enhancement: process classification and process retrieval. "
WEClustering: word embeddings based text clustering technique for large datasets,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses BERT text embeddings and hierarchical clustering for generic document clustering; lacks code-specific embeddings, deduplication focus, and software‑engineering evaluation.",https://scispace.com/paper/weclustering-word-embeddings-based-text-clustering-technique-2nxllmin8o,2021,Journal Article,Complex & Intelligent Systems,"Vivek Mehta
Seema Bawa
Jasmeet Singh",10.1007/S40747-021-00512-9,https://scispace.com/pdf/weclustering-word-embeddings-based-text-clustering-technique-2nxllmin8o.pdf,"A massive amount of textual data now exists in digital repositories in the form of research articles, news articles, reviews, Wikipedia articles, and books, etc. Text clustering is a fundamental data mining technique to perform categorization, topic extraction, and information retrieval. Textual datasets, especially which contain a large number of documents are sparse and have high dimensionality. Hence, traditional clustering techniques such as K-means, Agglomerative clustering, and DBSCAN cannot perform well. In this paper, a clustering technique especially suitable to large text datasets is proposed that overcome these limitations. The proposed technique is based on word embeddings derived from a recent deep learning model named “Bidirectional Encoders Representations using Transformers”. The proposed technique is named as WEClustering. The proposed technique deals with the problem of high dimensionality in an effective manner, hence, more accurate clusters are formed. The technique is validated on several datasets of varying sizes and its performance is compared with other widely used and state of the art clustering techniques. The experimental comparison shows that the proposed clustering technique gives a significant improvement over other techniques as measured by metrics such Purity and Adjusted Rand Index."
CMCE at SemEval-2020 Task 1: Clustering on Manifolds of Contextualized Embeddings to Detect Historical Meaning Shifts,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses HDBSCAN on contextual word embeddings for lexical change detection, not code embeddings or software deduplication; no code‑oriented models, syntactic baselines, or SE datasets.",https://scispace.com/paper/cmce-at-semeval-2020-task-1-clustering-on-manifolds-of-116fmst0uq,2020,Proceedings Article,International Conference on Computational Linguistics,"David Rother
Thomas N. Haider
Thomas N. Haider
Steffen Eger",10.18653/V1/2020.SEMEVAL-1.22,https://scispace.com/pdf/cmce-at-semeval-2020-task-1-clustering-on-manifolds-of-116fmst0uq.pdf,"This paper describes the system Clustering on Manifolds of Contextualized Embeddings (CMCE) submitted to the SemEval-2020 Task 1 on Unsupervised Lexical Semantic Change Detection. Subtask 1 asks to identify whether or not a word gained/lost a sense across two time periods. Subtask 2 is about computing a ranking of words according to the amount of change their senses underwent. Our system uses contextualized word embeddings from MBERT, whose dimensionality we reduce with an autoencoder and the UMAP algorithm, to be able to use a wider array of clustering algorithms that can automatically determine the number of clusters. We use Hierarchical Density Based Clustering (HDBSCAN) and compare it to Gaussian MixtureModels (GMMs) and other clustering algorithms. Remarkably, with only 10 dimensional MBERT embeddings (reduced from the original size of 768), our submitted model performs best on subtask 1 for English and ranks third in subtask 2 for English. In addition to describing our system, we discuss our hyperparameter configurations and examine why our system lags behind for the other languages involved in the shared task (German, Swedish, Latin). Our code is available at https://github.com/DavidRother/semeval2020-task1"
"A Human Word Association based model for topic detection in social
  networks","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses fastText embeddings and HDBSCAN for topic clustering in Persian social media, not code or test case deduplication; no code transformers, no software datasets, and no baseline comparisons.",https://scispace.com/paper/a-human-word-association-based-model-for-topic-detection-in-7r2o9bak,2023,Posted Content,"","",10.48550/arxiv.2301.13066,https://scispace.com/pdf/a-human-word-association-based-model-for-topic-detection-in-7r2o9bak.pdf,"With the widespread use of social networks, detecting the topics discussed in these networks has become a significant challenge. The current works are mainly based on frequent pattern mining or semantic relations, and the language structure is not considered. The meaning of language structural methods is to discover the relationship between words and how humans understand them. Therefore, this paper uses the Concept of the Imitation of the Mental Ability of Word Association to propose a topic detection framework in social networks. This framework is based on the Human Word Association method. The performance of this method is evaluated on the FA-CUP dataset. It is a benchmark dataset in the field of topic detection. The results show that the proposed method is a good improvement compared to other methods, based on the Topic-recall and the keyword F1 measure. Also, most of the previous works in the field of topic detection are limited to the English language, and the Persian language, especially microblogs written in this language, is considered a low-resource language. Therefore, a data set of Telegram posts in the Farsi language has been collected. Applying the proposed method to this dataset also shows that this method works better than other topic detection methods. "
Hierarchical cluster labeling of software requirements using contextual word embeddings,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses hierarchical clustering on natural‑language requirement embeddings, not code‑oriented models; focuses on duplicate requirement detection, not test case or source‑code deduplication.",https://scispace.com/paper/hierarchical-cluster-labeling-of-software-requirements-using-3lzn3avqst,2021,Proceedings Article,Brazilian Symposium on Software Engineering,"Adailton Ferreira de Araújo
Ricardo Marcondes Marcacini",10.1145/3474624.3477067,"","The popularization of social media has motivated research into machine learning methods for software requirements extraction from user comments and reviews. These methods analyze software review datasets to classify some textual excerpts as software requirements, which allows the management and monitoring of the evolution of software quality directly from the crowd users’ perspective. However, the existing methods have two major limitations. First, several duplicate requirements are extracted from reviews because users write the same requirement in different ways by using synonyms and non-technical language, often with misspellings and ambiguity. Second, requirements extraction methods do not deal with different granularity levels, thereby ignoring hierarchical relationships between software requirements. This paper presents a hierarchical cluster labeling approach for software requirements based on contextual word embeddings to address these challenges. We explore neural language models to obtain a more semantic and robust representation of the software requirements, in which the texts are represented by contextual word embeddings. Our approach organizes the software requirements into clusters and sub-clusters according to requirement similarities in the embedding space. Finally, we select representative software requirements to label each cluster and sub-cluster, thereby dealing with both duplicate and different granularity levels of the software requirements. An experimental evaluation using review datasets from 8 mobile apps shows that our approach obtains promising results and presents new ideas and research directions for data-driven requirements engineering."
Code similarity and clone search in large-scale source code data,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on token‑based clone search, not transformer embeddings or clustering; provides large‑scale dataset evaluation and runtime analysis, with limited ablation of techniques.",https://scispace.com/paper/code-similarity-and-clone-search-in-large-scale-source-code-2h6flnf0aa,2018,Dissertation,"",Chaiyong Ragkhitwetsagul,"",https://discovery.ucl.ac.uk/id/eprint/10057538/1/Chaiyong_Thesis_Minor_Corrections.pdf,"Software development is tremendously benefited from the Internet by having online code corpora that enable instant sharing of source code and online developer's guides and documentation. Nowadays, duplicated code (i.e., code clones) not only exists within or across software projects but also between online code repositories and websites. We call them ""online code clones.""' They can lead to license violations, bug propagation, and re-use of outdated code similar to classic code clones between software systems. Unfortunately, they are difficult to locate and fix since the search space in online code corpora is large and no longer confined to a local repository. This thesis presents a combined study of code similarity and online code clones. We empirically show that many code snippets on Stack Overflow are cloned from open source projects. Several of them become outdated or violate their original license and are possibly harmful to reuse. To develop a solution for finding online code clones, we study various code similarity techniques to gain insights into their strengths and weaknesses. A framework, called OCD, for evaluating code similarity and clone search tools is introduced and used to compare 34 state-of-the-art techniques on pervasively modified code and boiler-plate code. We also found that clone detection techniques can be enhanced by compilation and decompilation. Using the knowledge from the comparison of code similarity analysers, we create and evaluate Siamese, a scalable token-based clone search technique via multiple code representations. Our evaluation shows that Siamese scales to large-scale source code data of 365 million lines of code and offers high search precision and recall. Its clone search precision is comparable to seven state-of-the-art clone detection tools on the OCD framework. Finally, we demonstrate the usefulness of Siamese by applying the tool to find online code clones, automatically analyse clone licenses, and recommend tests for reuse."
A Machine Learning Approach for Source Code Similarity via Graph-Focused Features,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses graph‑focused code features for generic clustering; lacks transformer embeddings, deduplication focus, density/hierarchical methods, baselines, and detailed evaluations.",https://scispace.com/paper/a-machine-learning-approach-for-source-code-similarity-via-3vjchc6j7d,2024,Book Chapter,Lecture Notes in Computer Science,"Giacomo Boldini
Alessio Diana
Vincenzo Arceri
Vincenzo Bonnici
Roberto Bagnara",10.1007/978-3-031-53969-5_5,"","Source code similarity aims at recognizing common characteristics between two different codes by means of their components. It plays a significant role in many activities regarding software development and analysis which have the potential of assisting software teams working on large codebases. Existing approaches aim at computing similarity between two codes by suitable representation of them which captures syntactic and semantic properties. However, they lack explainability and generalization for multiple languages comparison. Here, we present a preliminary result that attempts at providing a graph-focused representation of code by means of which clustering and classification of programs is possible while exposing explainability and generalizability characteristics. "
Chinese open information extraction based on DBMCSS in the field of national information resources,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses DBSCAN to cluster semantic vectors for Chinese IE, but lacks code embeddings, software‑testing focus, and comparative or scalability analyses.",https://scispace.com/paper/chinese-open-information-extraction-based-on-dbmcss-in-the-21vzmo4my7,2018,Journal Article,Central European Journal of Physics,"Jianhou Gan
Peng Huang
Juxiang Zhou
Bin Wen",10.1515/PHYS-2018-0074,https://scispace.com/pdf/chinese-open-information-extraction-based-on-dbmcss-in-the-21vzmo4my7.pdf,"Abstract Binary entity relationship tuples can be applied in many fields such as knowledge base construction, data mining, pattern extraction, and so on. The purpose of entity relationship mining is discovering and identifying the semantic relationship. As the relationship between entities are different from the general domain, using supervise learning methods to extract entity relationships in the field of ethnicity is difficult. After research, we find that some words can be used in the context of a sentence to describe the semantic relationship. In order to salve the existing difficulties of building tagged corpus and the predefined entities-relationships model, this paper proposes a method of density-based multi-clustering clustering of semantic similarity (DBMCSS) to mine the binary entity relationship tuples from the Chinese national information corpus, which can extract entity relationships without a training corpus."
Practical Binary Code Similarity Detection with BERT-based Transferable Similarity Learning,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses BERT‑based embeddings for binary similarity, but lacks clustering, deduplication, or software‑test contexts; only marginally aligns via transformer usage.",https://scispace.com/paper/practical-binary-code-similarity-detection-with-bert-based-yrt96k7n,2022,Proceedings Article,Annual Computer Security Applications Conference,"Sunwoo Ahn
Hyung Joon Koo
Yunheung Paek",10.1145/3564625.3567975,"","Binary code similarity detection (BCSD) serves as a basis for a wide spectrum of applications, including software plagiarism, malware classification, and known vulnerability discovery. However, the inference of contextual meanings of a binary is challenging due to the absence of semantic information available in source codes. Recent advances leverage the benefits of a deep learning architecture into a better understanding of underlying code semantics and the advantages of the Siamese architecture into better BCSD. In this paper, we propose BinShot, a BERT-based similarity learning architecture that is highly transferable for effective BCSD. We tackle the problem of detecting code similarity with one-shot learning (a special case of few-shot learning). To this end, we adopt a weighted distance vector with a binary cross entropy as a loss function on top of BERT. With the prototype of BinShot, our experimental results demonstrate the effectiveness, transferability, and practicality of BinShot, which is robust to detecting the similarity of previously unseen functions. We show that BinShot outperforms the previous state-of-the-art approaches for BCSD."
