"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Neural diversity is key to collective artificial learning","https://scispace.com/paper/neural-diversity-is-key-to-collective-artificial-learning-25pad17z1q8m","2024","Journal Article","","Matteo Bettini
Ryan Kortvelesy
Amanda Prorok","10.48550/arxiv.2412.16244","https://scispace.compdf/neural-diversity-is-key-to-collective-artificial-learning-25pad17z1q8m.pdf","Many of the world's most pressing issues, such as climate change and global peace, require complex collective problem-solving skills. Recent studies indicate that diversity in individuals' behaviors is key to developing such skills and increasing collective performance. Yet behavioral diversity in collective artificial learning is understudied, with today's machine learning paradigms commonly favoring homogeneous agent strategies over heterogeneous ones, mainly due to computational considerations. In this work, we employ novel diversity measurement and control paradigms to study the impact of behavioral heterogeneity in several facets of collective artificial learning. Through experiments in team play and other cooperative tasks, we show the emergence of unbiased behavioral roles that improve team outcomes; how neural diversity synergizes with morphological diversity; how diverse agents are more effective at finding cooperative solutions in sparse reward settings; and how behaviorally heterogeneous teams learn and retain latent skills to overcome repeated disruptions. Overall, our results indicate that, by controlling diversity, we can obtain non-trivial benefits over homogeneous training paradigms, demonstrating that diversity is a fundamental component of collective artificial learning, an insight thus far overlooked. ","This study explores the impact of behavioral diversity in collective artificial learning, demonstrating that neural diversity can improve team outcomes, synergize with morphological diversity, and enhance learning and retention of skills in cooperative tasks."
"Fluctuations, Bias, Variance & Ensemble of Learners: Exact Asymptotics
  for Convex Losses in High-Dimension","https://scispace.com/paper/fluctuations-bias-variance-ensemble-of-learners-exact-1fste2ub","2022","Posted Content","","","10.48550/arxiv.2201.13383","https://scispace.com/pdf/fluctuations-bias-variance-ensemble-of-learners-exact-1fste2ub.pdf","From the sampling of data to the initialisation of parameters, randomness is ubiquitous in modern Machine Learning practice. Understanding the statistical fluctuations engendered by the different sources of randomness in prediction is therefore key to understanding robust generalisation. In this manuscript we develop a quantitative and rigorous theory for the study of fluctuations in an ensemble of generalised linear models trained on different, but correlated, features in high-dimensions. In particular, we provide a complete description of the asymptotic joint distribution of the empirical risk minimiser for generic convex loss and regularisation in the high-dimensional limit. Our result encompasses a rich set of classification and regression tasks, such as the lazy regime of overparametrised neural networks, or equivalently the random features approximation of kernels. While allowing to study directly the mitigating effect of ensembling (or bagging) on the bias-variance decomposition of the test error, our analysis also helps disentangle the contribution of statistical fluctuations, and the singular role played by the interpolation threshold that are at the roots of the ""double-descent"" phenomenon. ","In this article , the authors developed a quantitative and rigorous theory for the study of fluctuations in an ensemble of generalised linear models trained on different, but correlated, features in high-dimensions."
"Efficient Estimation of Generalization Error and Bias-Variance Components of Ensembles","https://scispace.com/paper/efficient-estimation-of-generalization-error-and-bias-1zkthukzky","2017","Posted Content","arXiv: Learning","Dhruv Mahajan
Vivek Gupta
S. Sathiya Keerthi
Sellamanickam Sundararajan
Shravan Narayanamurthy
Rahul Kidambi","","https://arxiv.org/pdf/1711.05482.pdf","For many applications, an ensemble of base classifiers is an effective solution. The tuning of its parameters(number of classes, amount of data on which each classifier is to be trained on, etc.) requires G, the generalization error of a given ensemble. The efficient estimation of G is the focus of this paper. The key idea is to approximate the variance of the class scores/probabilities of the base classifiers over the randomness imposed by the training subset by normal/beta distribution at each point x in the input feature space. We estimate the parameters of the distribution using a small set of randomly chosen base classifiers and use those parameters to give efficient estimation schemes for G. We give empirical evidence for the quality of the various estimators. We also demonstrate their usefulness in making design choices such as the number of classifiers in the ensemble and the size of a subset of data used for training that is needed to achieve a certain value of generalization error. Our approach also has great potential for designing distributed ensemble classifiers.","The key idea is to approximate the variance of the class scores/probabilities of the base classifiers over the randomness imposed by the training subset by normal/beta distribution at each point x in the input feature space."
"Adaptive and Calibrated Ensemble Learning with Dependent Tail-free Process.","https://scispace.com/paper/adaptive-and-calibrated-ensemble-learning-with-dependent-6ghho1tjqr","2018","Posted Content","arXiv: Learning","Jeremiah Zhe Liu
John Paisley
Marianthi-Anna Kioumourtzoglou
Brent A. Coull","","https://arxiv.org/pdf/1812.03350","Ensemble learning is a mainstay in modern data science practice. Conventional ensemble algorithms assigns to base models a set of deterministic, constant model weights that (1) do not fully account for variations in base model accuracy across subgroups, nor (2) provide uncertainty estimates for the ensemble prediction, which could result in mis-calibrated (i.e. precise but biased) predictions that could in turn negatively impact the algorithm performance in real-word applications. In this work, we present an adaptive, probabilistic approach to ensemble learning using dependent tail-free process as ensemble weight prior. Given input feature $\mathbf{x}$, our method optimally combines base models based on their predictive accuracy in the feature space $\mathbf{x} \in \mathcal{X}$, and provides interpretable uncertainty estimates both in model selection and in ensemble prediction. To encourage scalable and calibrated inference, we derive a structured variational inference algorithm that jointly minimize KL objective and the model's calibration score (i.e. Continuous Ranked Probability Score (CRPS)). We illustrate the utility of our method on both a synthetic nonlinear function regression task, and on the real-world application of spatio-temporal integration of particle pollution prediction models in New England.","This work presents an adaptive, probabilistic approach to ensemble learning using dependent tail-free process as ensemble weight prior, and derives a structured variational inference algorithm that jointly minimize KL objective and the model's calibration score."
"End-to-End Optimization and Learning for Multiagent Ensembles","https://scispace.com/paper/end-to-end-optimization-and-learning-for-multiagent-6d3uxg1k","","Proceedings Article","Adaptive Agents and Multi-Agent Systems","James Kotary
Vincenzo Di Vito
Ferdinando Fioretto","10.48550/arXiv.2211.00251","","Multiagent ensemble learning is an important class of algorithms aimed at creating accurate and robust machine learning models by combining predictions from individual agents. A key challenge for the design of these models is to create effective rules to combine individual predictions for any particular input sample. This paper addresses this challenge and proposes a unique integration of constrained optimization and learning to derive specialized consensus rules to compose accurate predictions from a pretrained ensemble. The resulting strategy, called end-to-end Multiagent ensemble Learning e2e-MEL , learns to select appropriate predictors to combine for a particular input sample. The paper shows how to derive the ensemble learning task into a differentiable selection program which is trained end-to-end within the ensemble learning model. Results over standard benchmarks demonstrate the ability of e2e-MEL to substantially outperform conventional consensus rules in a variety of settings.","In this paper , an end-to-end Multi-Agent Ensemble Learning e2e-MEL is proposed to learn to select appropriate predictors to combine for a particular input sample."
"A Survey of Ensemble Learning: Concepts, Algorithms, Applications, and Prospects","https://scispace.com/paper/a-survey-of-ensemble-learning-concepts-algorithms-lla8v2tz","2022","Journal Article","IEEE Access","","10.1109/access.2022.3207287","","Ensemble learning techniques have achieved state-of-the-art performance in diverse machine learning applications by combining the predictions from two or more base models. This paper presents a concise overview of ensemble learning, covering the three main ensemble methods: bagging, boosting, and stacking, their early development to the recent state-of-the-art algorithms. The study focuses on the widely used ensemble algorithms, including random forest, adaptive boosting (AdaBoost), gradient boosting, extreme gradient boosting (XGBoost), light gradient boosting machine (LightGBM), and categorical boosting (CatBoost). An attempt is made to concisely cover their mathematical and algorithmic representations, which is lacking in the existing literature and would be beneficial to machine learning researchers and practitioners. ","This article presented a concise overview of ensemble learning, covering the three main ensemble methods: bagging, boosting, and stacking, their early development to the recent state-of-the-art algorithms."
"Heterogeneous Observation Aggregation Network for Multi-agent Reinforcement Learning","https://scispace.com/paper/heterogeneous-observation-aggregation-network-for-multi-6fqz52g3emhp","2024","Journal Article","","Tianyi Hu
Xiaolin Ai
Zhiqiang Pu
Tenghai Qiu
Jianqiang Yi","10.1109/ijcnn60899.2024.10651299","","Learning effective policies is challenging for a multi-agent system in partially observable environments, where agents need to extract relevant features from local observations. Most approaches in multi-agent reinforcement learning (MARL) are limited to feature extraction for homogenous agents. They struggle to deal with local observations in heterogeneous multi-agent scenarios, where agents have different observation spaces and are necessitated to process semantically varied information. To address this issue, we analyze the observational heterogeneity of multi-agent systems, and propose a heterogeneous-graph-based approach for feature extraction in MARL. We model agent observations as heterogeneous graphs, and design a heterogeneous observation aggregation network (HOA-Net) for processing these graph-based observations. HOA-Net is specifically designed to address various forms of observational heterogeneity. It employs class-specific weighting networks and computes across-class attentions for observed entities, effectively reducing the number of learnable parameters. The proposed method is evaluated on SMAC and an Unreal-Engine-based heterogeneous multi-agent testbed. Experimental results demonstrate that our method significantly outperforms other baselines in effectively aggregating an agent’s observation, and finally enhancing the performance of heterogeneous multi-agent systems.","This paper proposes HOA-Net, a heterogeneous-graph-based approach for feature extraction in multi-agent reinforcement learning, addressing observational heterogeneity by modeling agent observations as graphs and employing class-specific weighting networks and across-class attentions."
"Ensembles for Uncertainty Estimation: Benefits of Prior Functions and Bootstrapping","https://scispace.com/paper/ensembles-for-uncertainty-estimation-benefits-of-prior-3d1yh2yj","2022","Journal Article","","Vikranth Dwaracherla
Zheng Wen
Ian Osband
Xiuyuan Lu
Seyed Mohammad Asghari
Benjamin Van Roy","10.48550/arXiv.2206.03633","","In machine learning, an agent needs to estimate uncertainty to efficiently explore and adapt and to make effective decisions. A common approach to uncertainty estimation maintains an ensemble of models. In recent years, several approaches have been proposed for training ensembles, and conflicting views prevail with regards to the importance of various ingredients of these approaches. In this paper, we aim to address the benefits of two ingredients -- prior functions and bootstrapping -- which have come into question. We show that prior functions can significantly improve an ensemble agent's joint predictions across inputs and that bootstrapping affords additional benefits if the signal-to-noise ratio varies across inputs. Our claims are justified by both theoretical and experimental results.","It is shown that prior functions can significantly improve an ensemble agent’s joint predictions across inputs and that bootstrapping affords additional benefits if the signal-to-noise ratio varies across inputs."
"Ensembles for Uncertainty Estimation: Benefits of Prior Functions and
  Bootstrapping","https://scispace.com/paper/ensembles-for-uncertainty-estimation-benefits-of-prior-1lq8zb7z","2022","Posted Content","","","10.48550/arxiv.2206.03633","https://scispace.com/pdf/ensembles-for-uncertainty-estimation-benefits-of-prior-1lq8zb7z.pdf","In machine learning, an agent needs to estimate uncertainty to efficiently explore and adapt and to make effective decisions. A common approach to uncertainty estimation maintains an ensemble of models. In recent years, several approaches have been proposed for training ensembles, and conflicting views prevail with regards to the importance of various ingredients of these approaches. In this paper, we aim to address the benefits of two ingredients -- prior functions and bootstrapping -- which have come into question. We show that prior functions can significantly improve an ensemble agent's joint predictions across inputs and that bootstrapping affords additional benefits if the signal-to-noise ratio varies across inputs. Our claims are justified by both theoretical and experimental results. ","The authors show that prior functions can significantly improve an ensemble agent's joint predictions across inputs and that bootstrapping affords additional benefits if the signal-to-noise ratio varies across inputs."
"Developing parsimonious ensembles using ensemble diversity within a reinforcement learning framework","https://scispace.com/paper/developing-parsimonious-ensembles-using-ensemble-diversity-2mfh5vhu7m","2018","Preprint","","Ana Maria Alexandra Stănescu
Gaurav Pandey","10.48550/arxiv.1805.02103","","Heterogeneous ensembles built from the predictions of a wide variety and large number of diverse base predictors represent a potent approach to building predictive models for problems where the ideal base/individual predictor may not be obvious. Ensemble selection is an especially promising approach here, not only for improving prediction performance, but also because of its ability to select a collectively predictive subset, often a relatively small one, of the base predictors. In this paper, we present a set of algorithms that explicitly incorporate ensemble diversity, a known factor influencing predictive performance of ensembles, into a reinforcement learning framework for ensemble selection. We rigorously tested these approaches on several challenging problems and associated data sets, yielding that several of them produced more accurate ensembles than those that don't explicitly consider diversity. More importantly, these diversity-incorporating ensembles were much smaller in size, i.e., more parsimonious, than the latter types of ensembles. This can eventually aid the interpretation or reverse engineering of predictive models assimilated into the resultant ensemble(s). ","Developing parsimonious ensembles using ensemble diversity within a reinforcement learning framework yields more accurate and parsimonious ensembles than traditional approaches."
"System Neural Diversity: Measuring Behavioral Heterogeneity in Multi-Agent Learning","https://scispace.com/paper/system-neural-diversity-measuring-behavioral-heterogeneity-b1ars45t","2023","Journal Article","arXiv.org","Matteo Bettini
Ajay Shankar
Amanda Prorok","10.48550/arXiv.2305.02128","","Evolutionary science provides evidence that diversity confers resilience. Yet, traditional multi-agent reinforcement learning techniques commonly enforce homogeneity to increase training sample efficiency. When a system of learning agents is not constrained to homogeneous policies, individual agents may develop diverse behaviors, resulting in emergent complementarity that benefits the system. Despite this feat, there is a surprising lack of tools that measure behavioral diversity in systems of learning agents. Such techniques would pave the way towards understanding the impact of diversity in collective resilience and performance. In this paper, we introduce System Neural Diversity (SND): a measure of behavioral heterogeneity for multi-agent systems where agents have stochastic policies. %over a continuous state space. We discuss and prove its theoretical properties, and compare it with alternate, state-of-the-art behavioral diversity metrics used in cross-disciplinary domains. Through simulations of a variety of multi-agent tasks, we show how our metric constitutes an important diagnostic tool to analyze latent properties of behavioral heterogeneity. By comparing SND with task reward in static tasks, where the problem does not change during training, we show that it is key to understanding the effectiveness of heterogeneous vs homogeneous agents. In dynamic tasks, where the problem is affected by repeated disturbances during training, we show that heterogeneous agents are first able to learn specialized roles that allow them to cope with the disturbance, and then retain these roles when the disturbance is removed. SND allows a direct measurement of this latent resilience, while other proxies such as task performance (reward) fail to.","In this article , the authors introduce System Neural Diversity (SND), a measure of behavioral heterogeneity for multi-agent systems where agents have stochastic policies, and compare it with alternate, state-of-the-art behavioral diversity metrics used in cross-disciplinary domains."
"System Neural Diversity: Measuring Behavioral Heterogeneity in
  Multi-Agent Learning","https://scispace.com/paper/system-neural-diversity-measuring-behavioral-heterogeneity-1xvkkmkh","2023","Posted Content","","","10.48550/arxiv.2305.02128","https://scispace.com/pdf/system-neural-diversity-measuring-behavioral-heterogeneity-1xvkkmkh.pdf","Evolutionary science provides evidence that diversity confers resilience. Yet, traditional multi-agent reinforcement learning techniques commonly enforce homogeneity to increase training sample efficiency. When a system of learning agents is not constrained to homogeneous policies, individual agents may develop diverse behaviors, resulting in emergent complementarity that benefits the system. Despite this feat, there is a surprising lack of tools that measure behavioral diversity in systems of learning agents. Such techniques would pave the way towards understanding the impact of diversity in collective resilience and performance. In this paper, we introduce System Neural Diversity (SND): a measure of behavioral heterogeneity for multi-agent systems where agents have stochastic policies. %over a continuous state space. We discuss and prove its theoretical properties, and compare it with alternate, state-of-the-art behavioral diversity metrics used in cross-disciplinary domains. Through simulations of a variety of multi-agent tasks, we show how our metric constitutes an important diagnostic tool to analyze latent properties of behavioral heterogeneity. By comparing SND with task reward in static tasks, where the problem does not change during training, we show that it is key to understanding the effectiveness of heterogeneous vs homogeneous agents. In dynamic tasks, where the problem is affected by repeated disturbances during training, we show that heterogeneous agents are first able to learn specialized roles that allow them to cope with the disturbance, and then retain these roles when the disturbance is removed. SND allows a direct measurement of this latent resilience, while other proxies such as task performance (reward) fail to. ","In this article , the authors introduce System Neural Diversity (SND), a measure of behavioral heterogeneity for multi-agent systems where agents have stochastic policies, and compare it with alternate, state-of-the-art behavioral diversity metrics used in cross-disciplinary domains."
"Diversity and degrees of freedom in regression ensembles","https://scispace.com/paper/diversity-and-degrees-of-freedom-in-regression-ensembles-3nxt27863p","2018","Posted Content","arXiv: Learning","Henry W. J. Reeve
Gavin Brown","","https://scispace.compdf/diversity-and-degrees-of-freedom-in-regression-ensembles-3nxt27863p.pdf","Ensemble methods are a cornerstone of modern machine learning. The performance of an ensemble depends crucially upon the level of diversity between its constituent learners. This paper establishes a connection between diversity and degrees of freedom (i.e. the capacity of the model), showing that diversity may be viewed as a form of inverse regularisation. This is achieved by focusing on a previously published algorithm Negative Correlation Learning (NCL), in which model diversity is explicitly encouraged through a diversity penalty term in the loss function. We provide an exact formula for the effective degrees of freedom in an NCL ensemble with fixed basis functions, showing that it is a continuous, convex and monotonically increasing function of the diversity parameter. We demonstrate a connection to Tikhonov regularisation and show that, with an appropriately chosen diversity parameter, an NCL ensemble can always outperform the unregularised ensemble in the presence of noise. We demonstrate the practical utility of our approach by deriving a method to efficiently tune the diversity parameter. Finally, we use a Monte-Carlo estimator to extend the connection between diversity and degrees of freedom to ensembles of deep neural networks.","This paper establishes a connection between diversity and degrees of freedom (i.e. the capacity of the model), showing that diversity may be viewed as a form of inverse regularisation, by focusing on a previously published algorithm Negative Correlation Learning."
"Breaking the gridlock in Mixture-of-Experts: Consistent and Efficient Algorithms","https://scispace.com/paper/breaking-the-gridlock-in-mixture-of-experts-consistent-and-3q5ynjaj2i","2018","Posted Content","arXiv: Learning","Ashok Vardhan Makkuva
Sewoong Oh
Sreeram Kannan
Pramod Viswanath","","https://arxiv.org/pdf/1802.07417.pdf","Mixture-of-Experts (MoE) is a widely popular model for ensemble learning and is a basic building block of highly successful modern neural networks as well as a component in Gated Recurrent Units (GRU) and Attention networks. However, present algorithms for learning MoE including the EM algorithm, and gradient descent are known to get stuck in local optima. From a theoretical viewpoint, finding an efficient and provably consistent algorithm to learn the parameters remains a long standing open problem for more than two decades. In this paper, we introduce the first algorithm that learns the true parameters of a MoE model for a wide class of non-linearities with global consistency guarantees. While existing algorithms jointly or iteratively estimate the expert parameters and the gating paramters in the MoE, we propose a novel algorithm that breaks the deadlock and can directly estimate the expert parameters by sensing its echo in a carefully designed cross-moment tensor between the inputs and the output. Once the experts are known, the recovery of gating parameters still requires an EM algorithm; however, we show that the EM algorithm for this simplified problem, unlike the joint EM algorithm, converges to the true parameters. We empirically validate our algorithm on both the synthetic and real data sets in a variety of settings, and show superior performance to standard baselines.","This paper introduces the first algorithm that learns the true parameters of a MoE model for a wide class of non-linearities with global consistency guarantees and empirically validate the algorithm on both the synthetic and real data sets in a variety of settings, and show superior performance to standard baselines."
"Distributed Learning of Mixtures of Experts","https://scispace.com/paper/distributed-learning-of-mixtures-of-experts-3wespy6vnz","2023","Journal Article","arXiv.org","Faicel Chamroukhi
Nhat-Thien Pham","10.48550/arxiv.2312.09877","","In modern machine learning problems we deal with datasets that are either distributed by nature or potentially large for which distributing the computations is usually a standard way to proceed, since centralized algorithms are in general ineffective. We propose a distributed learning approach for mixtures of experts (MoE) models with an aggregation strategy to construct a reduction estimator from local estimators fitted parallelly to distributed subsets of the data. The aggregation is based on an optimal minimization of an expected transportation divergence between the large MoE composed of local estimators and the unknown desired MoE model. We show that the provided reduction estimator is consistent as soon as the local estimators to be aggregated are consistent, and its construction is performed by a proposed majorization-minimization (MM) algorithm that is computationally effective. We study the statistical and numerical properties for the proposed reduction estimator on experiments that demonstrate its performance compared to namely the global estimator constructed in a centralized way from the full dataset. For some situations, the computation time is more than ten times faster, for a comparable performance. Our source codes are publicly available on Github.","It is shown that the provided reduction estimator is consistent as soon as the local estimators to be aggregated are consistent, and its construction is performed by a proposed majorization-minimization (MM) algorithm that is computationally effective."
"Ensemble deep learning and machine learning: applications, opportunities, challenges, and future directions","https://scispace.com/paper/ensemble-deep-learning-and-machine-learning-applications-2urch5vjjm","2024","Journal Article","","Nitin Rane
Saurabh P. Choudhary
Jayesh Rane","10.48185/smhs.v1i2.1225","","The convergence of ensemble deep learning and machine learning has become a critical strategy for tackling intricate challenges across diverse fields such as healthcare, finance, and autonomous systems. Ensemble approaches, which combine the strengths of multiple models, are known for enhancing predictive accuracy, robustness, and generalizability. This paper investigates the applications of ensemble techniques, emphasizing their role in improving diagnostic precision in medical imaging, advancing fraud detection mechanisms in financial services, and refining decision-making in autonomous vehicles. Recent advancements in ensemble methods, including stacking, boosting, and bagging, have shown to outperform single models in various contexts. However, several challenges accompany the opportunities offered by ensemble learning, such as high computational demands, issues with model interpretability, and the potential for overfitting. This study explores ways to address these challenges, including the creation of more efficient algorithms and the incorporation of explainable AI (XAI) frameworks to enhance transparency and user trust. Furthermore, we discuss the future impact of cutting-edge technologies like quantum computing and federated learning on the evolution of ensemble techniques. The future of ensemble deep learning and machine learning is set to be shaped by the proliferation of big data, advancements in computational hardware, and the need for real-time, scalable solutions. This paper provides an extensive review of the current state of ensemble learning, identifies significant challenges, and suggests future research directions to fully harness the potential of these techniques in addressing real-world problems. ","This paper reviews ensemble deep learning and machine learning applications, opportunities, and challenges, exploring their potential in healthcare, finance, and autonomous systems, while discussing future directions, challenges, and emerging technologies like quantum computing and federated learning."
"When Does Diversity Help Generalization in Classification Ensembles?","https://scispace.com/paper/when-does-diversity-help-generalization-in-classification-12fo5zcg","2022","Journal Article","IEEE transactions on cybernetics","","10.1109/tcyb.2021.3053165","https://scispace.com/pdf/when-does-diversity-help-generalization-in-classification-12fo5zcg.pdf","Ensembles, as a widely used and effective technique in the machine learning community, succeed within a key element -- ""diversity."" The relationship between diversity and generalization, unfortunately, is not entirely understood and remains an open research issue. To reveal the effect of diversity on the generalization of classification ensembles, we investigate three issues on diversity, i.e., the measurement of diversity, the relationship between the proposed diversity and the generalization error, and the utilization of this relationship for ensemble pruning. In the diversity measurement, we measure diversity by error decomposition inspired by regression ensembles, which decomposes the error of classification ensembles into accuracy and diversity. Then we formulate the relationship between the measured diversity and ensemble performance through the theorem of margin and generalization and observe that the generalization error is reduced effectively only when the measured diversity is increased in a few specific ranges, while in other ranges larger diversity is less beneficial to increasing the generalization of an ensemble. Besides, we propose two pruning methods based on diversity management to utilize this relationship, which could increase diversity appropriately and shrink the size of the ensemble without much-decreasing performance. Empirical results validate the reasonableness of the proposed relationship between diversity and ensemble generalization error and the effectiveness of the proposed pruning methods. ","In this paper , the authors investigated the effect of diversity on the generalization of classification ensembles, and proposed two pruning methods based on diversity management to utilize this relationship, which could increase diversity appropriately and shrink the size of the ensemble without muchdecreasing performance."
"Promoting High Diversity Ensemble Learning with EnsembleBench","https://scispace.com/paper/promoting-high-diversity-ensemble-learning-with-3l6iotvy11","2020","Posted Content","arXiv: Learning","Yanzhao Wu
Ling Liu
Zhongwei Xie
Juhyun Bae
Ka-Ho Chow
Wenqi Wei","","https://arxiv.org/pdf/2010.10623.pdf","Ensemble learning is gaining renewed interests in recent years. This paper presents EnsembleBench, a holistic framework for evaluating and recommending high diversity and high accuracy ensembles. The design of EnsembleBench offers three novel features: (1) EnsembleBench introduces a set of quantitative metrics for assessing the quality of ensembles and for comparing alternative ensembles constructed for the same learning tasks. (2) EnsembleBench implements a suite of baseline diversity metrics and optimized diversity metrics for identifying and selecting ensembles with high diversity and high quality, making it an effective framework for benchmarking, evaluating and recommending high diversity model ensembles. (3) Four representative ensemble consensus methods are provided in the first release of EnsembleBench, enabling empirical study on the impact of consensus methods on ensemble accuracy. A comprehensive experimental evaluation on popular benchmark datasets demonstrates the utility and effectiveness of EnsembleBench for promoting high diversity ensembles and boosting the overall performance of selected ensembles.","A comprehensive experimental evaluation on popular benchmark datasets demonstrates the utility and effectiveness of EnsembleBench for promoting high diversity ensembles and boosting the overall performance of selected ensembleles."
"Sparse MoEs meet Efficient Ensembles.","https://scispace.com/paper/sparse-moes-meet-efficient-ensembles-1yimfe4xdz","2021","Posted Content","arXiv: Learning","James Urquhart Allingham
Florian Wenzel
Zelda Mariet
Basil Mustafa
Joan Puigcerver
Neil Houlsby
Ghassen Jerfel
Vincent Fortuin
Balaji Lakshminarayanan
Jasper Snoek
Dustin Tran
Carlos Riquelme Ruiz
Rodolphe Jenatton","","https://arxiv.org/pdf/2110.03360.pdf","Machine learning models based on the aggregated outputs of submodels, either at the activation or prediction levels, lead to strong performance. We study the interplay of two popular classes of such models: ensembles of neural networks and sparse mixture of experts (sparse MoEs). First, we show that these two approaches have complementary features whose combination is beneficial. Then, we present partitioned batch ensembles, an efficient ensemble of sparse MoEs that takes the best of both classes of models. Extensive experiments on fine-tuned vision transformers demonstrate the accuracy, log-likelihood, few-shot learning, robustness, and uncertainty calibration improvements of our approach over several challenging baselines. Partitioned batch ensembles not only scale to models with up to 2.7B parameters, but also provide larger performance gains for larger models.","Partitioned batch ensembles as discussed by the authors is an efficient ensemble of sparse MoEs that takes the best of both classes of models for fine-tuned vision transformers and demonstrate the accuracy, log-likelihood, few-shot learning, robustness and uncertainty calibration improvements of their approach over several challenging baselines."
"Ensemble Deep Learning and Machine Learning: Applications, Opportunities, Challenges, and Future Directions","https://scispace.com/paper/ensemble-deep-learning-and-machine-learning-applications-3ttx4wqnej","2024","Repository","Social Science Research Network","Nitin Rane
Saurabh Choudhary
Jayesh Rane","10.2139/ssrn.4849885","","The convergence of ensemble deep learning and machine learning has become a critical strategy for tackling intricate challenges across diverse fields such as healthcare, finance, and autonomous systems. Ensemble approaches, which combine the strengths of multiple models, are known for enhancing predictive accuracy, robustness, and generalizability. This paper investigates the applications of ensemble techniques, emphasizing their role in improving diagnostic precision in medical imaging, advancing fraud detection mechanisms in financial services, and refining decision-making in autonomous vehicles. Recent advancements in ensemble methods, including stacking, boosting, and bagging, have shown to outperform single models in various contexts. However, several challenges accompany the opportunities offered by ensemble learning, such as high computational demands, issues with model interpretability, and the potential for overfitting. This study explores ways to address these challenges, including the creation of more efficient algorithms and the incorporation of explainable AI (XAI) frameworks to enhance transparency and user trust. Furthermore, we discuss the future impact of cutting-edge technologies like quantum computing and federated learning on the evolution of ensemble techniques. The future of ensemble deep learning and machine learning is set to be shaped by the proliferation of big data, advancements in computational hardware, and the need for real-time, scalable solutions. This paper provides an extensive review of the current state of ensemble learning, identifies significant challenges, and suggests future research directions to fully harness the potential of these techniques in addressing real-world problems.","An extensive review of the current state of ensemble learning, identifies significant challenges, and suggests future research directions to fully harness the potential of these techniques in addressing real-world problems is provided."
"Intelligent Collective: The Role of Diversity and Collective Cardinality","https://scispace.com/paper/intelligent-collective-the-role-of-diversity-and-collective-idfa7xdmkn","2017","Book Chapter","International Conference on Computational Collective Intelligence","Van Du Nguyen
Mercedes G. Merayo
Ngoc Thanh Nguyen","10.1007/978-3-319-67074-4_9","","Nowadays, there appears to be ample evidence that collectives can be intelligent if they satisfy diversity, independence, decentralization, and aggregation. Although many measures have been proposed to evaluate the quality of collective prediction, it seems that they may not adequately reflect the intelligence degree of a collective. It is due to the fact that they take into account either the accuracy of collective prediction; or the comparison between the capability of a collective to those of its members in solving a given problem. In this paper, we first introduce a new function that measures the intelligence degree of a collective. Following, we carry out simulation experiments to determine the impact of diversity on the intelligence degree of a collective by taking into account its cardinality. Our findings reveal that diversity plays a major role in leading a collective to be intelligent. Moreover, the simulation results also indicate a case in which the increase in the cardinality of a collective does not cause any significant increase in its intelligence degree.","Diversity plays a major role in leading a collective to be intelligent and the simulation results indicate a case in which the increase in the cardinality of a collective does not cause any significant increase in its intelligence degree."
"Reducing Model Uncertainty: Optimized Ensemble Methods for High-Stakes Prediction Tasks","https://scispace.com/paper/reducing-model-uncertainty-optimized-ensemble-methods-for-1iptcxtlu6ht","2024","Journal Article","Deleted Journal","Sai Krishna Manohar Cheemakurthi","10.36676/dira.v12.i1.147","","Reliable forecasts are critical in high-risk application areas, including healthcare, finance, and autonomous systems. In these critical applications, this research investigates the application of optimized ensemble techniques to minimize model uncertainties. To address such issues, we describe an approach that integrates multiple learning models to enhance real-time data processing performance and overcome the computational hurdles imposed by such methods. Using real-time working examples to generate simulation reports, we see how ensemble methods can help build more accurate predictions. Additionally, this paper presents typical issues in high-stake prediction scenarios and provides actionable advice on tactfully resolving them by model fine-tuning and uncertainty minimization. The findings, therefore, stress the necessity of applying effective AI solutions to increase the reliability of advanced decisions, thus enhancing performance in extended application domains. ","This research investigates optimized ensemble methods to minimize model uncertainties in high-stakes prediction tasks, such as healthcare and finance, by integrating multiple learning models and fine-tuning to enhance real-time data processing performance and accuracy."
