"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Test Optimization in DNN Testing: A Survey","https://scispace.com/paper/test-optimization-in-dnn-testing-a-survey-o5preq10n8","2024","Journal Article","ACM Transactions on Software Engineering and Methodology","Qiang Hu
Yuejun Guo
Xiaofei Xie
Maxime Cordy
Lei Ma
Mike Papadakis
Yves Le Traon","10.1145/3643678","","This article presents a comprehensive survey on test optimization in deep neural network (DNN) testing. Here, test optimization refers to testing with low data labeling effort. We analyzed 90 papers, including 43 from the software engineering (SE) community, 32 from the machine learning (ML) community, and 15 from other communities. Our study: (i) unifies the problems as well as terminologies associated with low-labeling cost testing, (ii) compares the distinct focal points of SE and ML communities, and (iii) reveals the pitfalls in existing literature. Furthermore, we highlight the research opportunities in this domain.","A comprehensive survey on test optimization in DNN testing with a focus on low data labeling effort. Unites problems and terminologies, compares focal points of SE and ML communities, and identifies research opportunities."
"Quality Assurance for LLM-Generated Test Cases: A Systematic Literature Review","https://scispace.com/paper/quality-assurance-for-llm-generated-test-cases-a-systematic-4aqe98j7it1p","2024","Journal Article","","Hasali Edirisinghe
Dilani Wickramaarachchi","10.1109/slaai-icai63667.2024.10844968","","The rapid advancements in artificial intelligence have transformed software testing, with Large Language Models (LLMs) emerging as powerful tools for automating test case generation. This paper explores Quality Assurance (QA) for LLM-generated test cases in black-box testing through a systematic literature review. Though LLMs are increasingly used for test case generation, challenges in ensuring their quality remain. Following PRISMA guidelines, relevant studies were selected from databases focusing on critical quality attributes, QA frameworks, metrics, and challenges. LLMs demonstrate high efficiency but face numerous issues. A recommendation for future research is given on addressing standardized metrics and improving human-AI collaboration for enhanced testing outcomes.","This systematic literature review explores Quality Assurance for Large Language Model (LLM)-generated test cases, highlighting challenges in ensuring quality, efficiency, and human-AI collaboration in black-box testing, with recommendations for future research on standardized metrics and collaboration."
"Software Testing in the Era of AI: Leveraging Machine Learning and Automation for Efficient Quality Assurance","https://scispace.com/paper/software-testing-in-the-era-of-ai-leveraging-machine-16j2hg4n0f","2021","Journal Article","Asian Journal of Applied Science and Engineering","Chunhua Deming
Md. Abul Khair
Suman Reddy Mallipeddi
Aleena Varghese","10.18034/ajase.v10i1.88","","Automation and machine learning incorporated into software testing procedures are significant improvements over current quality assurance procedures. The potential of AI-driven testing methodologies to improve software testing's efficacy and efficiency is examined in this paper. The study's principal goals are investigating AI-driven testing methods, empirical assessments, case studies, identification of issues and policy consequences, and recommendations for responsible adoption. A thorough analysis of the body of research on AI-driven testing, including case studies, research papers, and policy documents, is part of the process. The main conclusions highlight the efficiency gains made possible by intelligent test prioritizing, automated test generation, and anomaly detection. They also discuss the difficulties and policy ramifications of bias, data security, privacy, and regulatory compliance. The creation of moral standards, legal frameworks, and educational initiatives to encourage the appropriate and ethical application of AI-driven testing methodologies are examples of policy ramifications. This study advances knowledge about AI-driven testing and offers guidance to researchers, practitioners, and legislators involved in software quality assurance. ","This study examines AI-driven software testing methodologies, investigating their efficacy, efficiency, and policy implications, including efficiency gains, challenges, and consequences of bias, data security, and regulatory compliance in quality assurance."
"Bridging the Gap Between Models in RL: Test Models vs. Neural Networks","https://scispace.com/paper/bridging-the-gap-between-models-in-rl-test-models-vs-neural-7hrjbrtue3d1","2024","Proceedings Article","","Martin Tappler
Florian Lorber","10.1109/icstw60967.2024.00023","","Testing and verification of reinforcement learning policies are becoming ever more important. One of the open questions for testing such policies is how to determine test adequacy. Neuron activation has been proposed both as a metric for determining test adequacy, as well as for steering the test-case generation. However, recent studies have shown that increasing neuron coverage is not necessarily beneficial and might even be harmful. In this paper, we add an additional take on the evaluation of neuron coverage as a metric. We present different approaches to selecting test cases based on a Markov decision process, which is generated via model learning. We evaluate and compare the efficiency as well as the neuron activation achieved by each of the test suites. The approach is demonstrated on an RL agent playing Super Mario Bros. The results show that an intelligent selection of test cases leads to higher failure detection by the test cases, but does not imply high neuron coverage.","This paper proposes a novel approach to test adequacy evaluation in reinforcement learning, using a Markov decision process to select test cases, and demonstrates its efficiency in detecting failures in an RL agent playing Super Mario Bros."
"Summary of the Fourth International Workshop on Deep Learning for Testing and Testing for Deep Learning (DeepTest 2023)","https://scispace.com/paper/summary-of-the-fourth-international-workshop-on-deep-50j6rugkcp","2023","Journal Article","","Matteo Biagiola
Nicolás Cardozo
Foutse Khomh
Andrea Stocco
Vincenzo Riccio","10.1145/3617946.3617953","","Deep Learning (DL) techniques help software developers thanks to their ability to learn from historical information which is useful in several program analysis and testing tasks (e.g., malware detection, fuzz testing, bug-finding, and type-checking). DL-based software systems are also increasingly adopted in safety-critical domains, such as autonomous driving, medical diagnosis, and aircraft collision avoidance systems. In particular, testing the correctness and reliability of DL-based systems is paramount, since a failure of such systems would cause a significant safety risk for the involved people and/or environment. The 4th International Workshop on Deep Learning for Testing and Testing for Deep Learning (DeepTest 2023) was co-located with the 45th International Conference on Software Engineering (ICSE), with the goal of targeting research at the intersection of software engineering and deep learning and devise novel approaches and tools to ensure the interpretability and dependability of software systems that depends on DL components.","The 4th International Workshop on Deep Learning for Testing and Testing for Deep Learning (DeepTest 2023) was co-located with the 45th International Conference on Software Engineering (ICSE), with the goal of targeting research at the intersection of software engineering and deep learning and devise novel approaches and tools to ensure the interpretability and dependability of software systems that depends on DL components."
"Unit Test Generation Using Large Language Models: A Systematic Literature Review","https://scispace.com/paper/unit-test-generation-using-large-language-models-a-3z8x4culm7","2024","Journal Article","Vilnius University open series","Dovydas Marius Zapkus
Asta Slotkiene","10.15388/lmitt.2024.20","","Unit testing is a fundamental aspect of software development, ensuring the correctness and robustness of code implementations. Traditionally, unit tests are manually crafted by developers based on their understanding of the code and its requirements. However, this process can be time-consuming, errorprone, and may overlook certain edge cases. In recent years, there has been growing interest in leveraging large language models (LLMs) for automating the generation of unit tests. LLMs, such as GPT (Generative Pre-trained Transformer), CodeT5, StarCoder, LLaMA, have demonstrated remarkable capabilities in natural language understanding and code generation tasks. By using LLMs, researchers aim to develop techniques that automatically generate unit tests from code snippets or specifications, thus optimizing the software testing process. This paper presents a literature review of articles that use LLMs for unit test generation tasks. It also discusses the history of the most commonly used large language models and their parameters, including the first time they have been used for code generation tasks. The result of this study presents the large language models for code and unit test generation tasks and their increasing popularity in code generation domain, indicating a great promise for the future of unit test generation using LLMs.","Unit test generation using LLMs is a promising field that aims to automate the process of writing unit tests. LLMs have shown potential in generating unit tests from code snippets or specifications."
"Using Machine Learning to Generate Test Oracles: A Systematic Literature Review","https://scispace.com/paper/using-machine-learning-to-generate-test-oracles-a-systematic-2h1offyb0a","2021","Posted Content","arXiv: Software Engineering","Afonso Fontes","","https://arxiv.org/pdf/2107.00906v1","Machine learning may enable the automated generation of test oracles. We have characterized emerging research in this area through a systematic literature review examining oracle types, researcher goals, the ML techniques applied, how the generation process was assessed, and the open research challenges in this emerging field. 
Based on a sample of 22 relevant studies, we observed that ML algorithms generated test verdict, metamorphic relation, and - most commonly - expected output oracles. Almost all studies employ a supervised or semi-supervised approach, trained on labeled system executions or code metadata - including neural networks, support vector machines, adaptive boosting, and decision trees. Oracles are evaluated using the mutation score, correct classifications, accuracy, and ROC. Work-to-date show great promise, but there are significant open challenges regarding the requirements imposed on training data, the complexity of modeled functions, the ML algorithms employed - and how they are applied - the benchmarks used by researchers, and replicability of the studies. We hope that our findings will serve as a roadmap and inspiration for researchers in this field.","In this paper, the authors characterized emerging research in this area through a systematic literature review examining oracle types, researcher goals, the ML techniques applied, how the generation process was assessed, and the open research challenges in this emerging field."
"Software engineering meets deep learning: a mapping study","https://scispace.com/paper/software-engineering-meets-deep-learning-a-mapping-study-23uuhq9puo","2021","Proceedings Article","ACM Symposium on Applied Computing","Fabio Ferreira
Luciana Lourdes Silva
Marco Tulio Valente","10.1145/3412841.3442029","","Deep Learning (DL) is being used nowadays in many traditional Software Engineering (SE) problems and tasks. However, since the renaissance of DL techniques is still very recent, we lack works that summarize and condense the most recent and relevant research conducted at the intersection of DL and SE. Therefore, in this paper, we describe the first results of a mapping study covering 81 papers about DL & SE. Our results confirm that DL is gaining momentum among SE researchers over the years and that the top-3 research problems tackled by the analyzed papers are documentation, defect prediction, and testing.","In this paper, a mapping study covering 81 papers about deep learning and software engineering is presented, showing that the top three research problems tackled by the analyzed papers are documentation, defect prediction, and testing."
"AI Meets CI/CD: Supercharging Test Automation for Speed &amp; Reliability - Improving Test Selection, Execution, and Reporting using AI in Continuous Testing Environments","https://scispace.com/paper/ai-meets-ci-cd-supercharging-test-automation-for-speed-segg3n1nqpk2","2024","Journal Article","International Journal of Innovative Research in Science, Engineering and Technology","Priya Yesare","10.15680/ijirset.2024.1303006","","Continuous Integration/Continuous Deployment (CI/CD) pipelines are pivotal in modern DevOps, but test automation remains a bottleneck due to scalability and reliability challenges. This paper explores how Artificial Intelligence (AI) enhances CI/CD by optimizing test selection, execution, and reporting. By integrating machine learning (ML), reinforcement learning (RL), and natural language processing (NLP), AI-driven testing reduces execution time by up to 60%, improves defect prediction accuracy by 45%, and enables self-healing test scripts. Case studies from enterprise deployments demonstrate tangible efficiency gains, while addressing challenges like data bias and computational overhead. The study concludes with future trends, including autonomous testing frameworks and adaptive ML models ","This paper explores AI's role in optimizing CI/CD pipelines by integrating machine learning, reinforcement learning, and NLP to enhance test selection, execution, and reporting, achieving 60% execution time reduction and 45% defect prediction accuracy improvement."
"Using machine learning to generate test oracles: a systematic literature review","https://scispace.com/paper/using-machine-learning-to-generate-test-oracles-a-systematic-26btj4mioc","2021","Proceedings Article","","Afonso Fontes","10.1145/3472675.3473974","https://scispace.compdf/using-machine-learning-to-generate-test-oracles-a-systematic-26btj4mioc.pdf","Machine learning may enable the automated generation of test oracles. We have characterized emerging research in this area through a systematic literature review examining oracle types, researcher goals, the ML techniques applied, how the generation process was assessed, and the open research challenges in this emerging field. Based on a sample of 22 relevant studies, we observed that ML algorithms generated test verdict, metamorphic relation, and---most commonly---expected output oracles. Almost all studies employ a supervised or semi-supervised approach, trained on labeled system executions or code metadata---including neural networks, support vector machines, adaptive boosting, and decision trees. Oracles are evaluated using the mutation score, correct classifications, accuracy, and ROC. Work-to-date show great promise, but there are significant open challenges regarding the requirements imposed on training data, the complexity of modeled functions, the ML algorithms employed---and how they are applied---the benchmarks used by researchers, and replicability of the studies. We hope that our findings will serve as a roadmap and inspiration for researchers in this field.","In this article, the authors characterized emerging research in this area through a systematic literature review examining oracle types, researcher goals, the ML techniques applied, how the generation process was assessed, and the open research challenges in this emerging field."
"AI-Powered Software Testing: The Impact of Large Language Models on Testing Methodologies","https://scispace.com/paper/ai-powered-software-testing-the-impact-of-large-language-3huz01mrxh","2023","Proceedings Article","","Vahit Bayrı
Ece Demirel","10.1109/iisec59749.2023.10391027","","Software testing is a crucial aspect of the software development lifecycle, ensuring the delivery of high-quality, reliable, and secure software systems. With the advancements in Artificial Intelligence (AI) and Natural Language Processing (NLP), Large Language Models (LLMs) have emerged as powerful tools capable of understanding and processing natural language texts easly. This article investigates the application of AI-based software testing, with a specific focus on the impact of LLMs in traditional testing methodologies. Through a comprehensive review of relevant literature and SeturDigital’s 25 year testing experience, this article explores the potential benefits, challenges, and prospects of integrating LLMs into software testing.","Through a comprehensive review of relevant literature and SeturDigital’s 25 year testing experience, this article explores the potential benefits, challenges, and prospects of integrating LLMs into software testing."
"An Intelligent Apitesting: Unleashing the Power of AI","https://scispace.com/paper/an-intelligent-apitesting-unleashing-the-power-of-ai-1sr4zbcq05","2024","Journal Article","","Rohit Khankhoje","10.5121/ijsea.2024.15101","","In the continually evolving domain of software development, guaranteeing the dependability and functionality of Application Programming Interfaces (APIs) is of utmost importance. Traditional approaches to API testing frequently encounter difficulties in keeping up with the dynamic nature of APIs, resulting in inefficiencies and overlooked defects. This research paper investigates the transformative potential of Artificial Intelligence (AI) in API testing, ushering in a new era of intelligent testing. Intelligent API testing harnesses the capabilities of AI to enhance the efficiency, precision, and adaptability of the testing process. API driven techniques enable the production of diverse and realistic test data, ensuring comprehensive test coverage. Furthermore, AI-powered algorithms can anticipate potential issues, identify anomalies, and optimize test case selection, all while adapting to evolving API schemas. This research paper delves into the various aspects of intelligent API testing, encompassing data generation, tools and technologies, benefits and impact, challenges, and real-world use cases. We illustrate how AI empowers testers to discover subtle defects, streamline testing endeavors, and enhance the overall quality of APIdriven applications. As we navigate the era of digital transformation, intelligent API testing emerges as an essential tool in the software development toolkit, enabling organizations to deliver robust and resilient APIs that fulfill the demands of contemporary applications. Embracing AI in API testing not only holds the promise of expediting the development lifecycle but also ensures that APIs remain agile and reliable in an ever-changing digital landscape.","This research paper investigates the transformative potential of Artificial Intelligence in API testing, ushering in a new era of intelligent testing, and illustrates how AI empowers testers to discover subtle defects, streamline testing endeavors, and enhance the overall quality of APIdriven applications."
"Software Testing with Large Language Model: Survey, Landscape, and Vision","https://scispace.com/paper/software-testing-with-large-language-model-survey-landscape-3tu90ids","2023","Peer Review","","Junjie Wang
Yuchao Huang
Chunyang Chen
Zhe Liu
Song Wang
Qing Wang","","https://scispace.compdf/software-testing-with-large-language-model-survey-landscape-3tu90ids.pdf","Pre-trained large language models (LLMs) have recently emerged as a breakthrough technology in natural language processing and artificial intelligence, with the ability to handle large-scale datasets and exhibit remarkable performance across a wide range of tasks. Meanwhile, software testing is a crucial undertaking that serves as a cornerstone for ensuring the quality and reliability of software products. As the scope and complexity of software systems continue to grow, the need for more effective software testing techniques becomes increasingly urgent, and making it an area ripe for innovative approaches such as the use of LLMs. This paper provides a comprehensive review of the utilization of LLMs in software testing. It analyzes 52 relevant studies that have used LLMs for software testing, from both the software testing and LLMs perspectives. The paper presents a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative ones. It also analyzes the commonly used LLMs, the types of prompt engineering that are employed, as well as the accompanied techniques with these LLMs. It also summarizes the key challenges and potential opportunities in this direction. This work can serve as a roadmap for future research in this area, highlighting potential avenues for exploration, and identifying gaps in our current understanding of the use of LLMs in software testing.","A comprehensive review of the use of pre-trained large language models (LLMs) in software testing can be found in this paper , where the authors present a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative ones."
"AI in Test Automation: Overcoming Challenges, Embracing Imperatives","https://scispace.com/paper/ai-in-test-automation-overcoming-challenges-embracing-1ojlexabx8","2024","Journal Article","International journal on soft computing, artificial intelligence and applications","Rohit Khankhoje","10.5121/ijscai.2024.13101","","This scholarly article delves into the intersection of Artificial Intelligence (AI) and Test Automation, thoroughly examining the challenges inherent in implementing AI methodologies and elucidating imperatives critical for successful integration within contemporary software testing frameworks. The research entails a comprehensive exploration of challenges, ranging from intricacies in data quality to algorithmic biases, tool complexities, and integration challenges, drawing on empirical evidence from case studies and real-world scenarios. The paper articulates imperatives essential for overcoming challenges and ensuring the efficacy of AI in test automation. It emphasizes the significance of structured training programs, meticulous data management strategies, and the cultivation of an organizational culture conducive to the seamless integration of AI technologies. Through a rigorous analysis of successful case studies, the article provides a scholarly basis for the formulation of strategies and solutions to surmount challenges faced by organizations adopting AI in testing practices. A visual matrix aligning challenges with corresponding imperatives adds scholarly rigor to the article, offering a comprehensive framework for understanding the intricate relationships between challenges and the imperative strategies required for resolution. Furthermore, the exploration of emerging trends and innovations anticipates the future trajectory of AI-driven test automation, contributing valuable insights for strategic planning in the realm of software testing. This scholarly work underscores the importance of a systematic and informed approach to AI in Test Automation. By addressing challenges with academic rigor and embracing imperative strategies grounded in empirical evidence, organizations can position themselves at the forefront of AIdriven testing practices, advancing the field with a scholarly foundation for continued exploration and innovation.","AI in Test Automation: Overcoming challenges and embracing imperatives. This article explores challenges and imperatives in implementing AI methodologies in test automation, focusing on data quality, algorithmic biases, tool complexities, and integration challenges. To overcome these challenges, structured training programs, meticulous data management strategies, and a culture conducive to AI integration are essential. The article also explores emerging trends and innovations, providing valuable insights for strategic planning in the field of software testing."
"Software Testing with Large Language Models: Survey, Landscape, and Vision","https://scispace.com/paper/software-testing-with-large-language-models-survey-landscape-3ada3cam7j","2023","Preprint","","Junjie Wang
Yuchao Huang
Chunyang Chen
Zhe Liu
Song Wang
Qing Wang","10.48550/arxiv.2307.07221","","Pre-trained large language models (LLMs) have recently emerged as a breakthrough technology in natural language processing and artificial intelligence, with the ability to handle large-scale datasets and exhibit remarkable performance across a wide range of tasks. Meanwhile, software testing is a crucial undertaking that serves as a cornerstone for ensuring the quality and reliability of software products. As the scope and complexity of software systems continue to grow, the need for more effective software testing techniques becomes increasingly urgent, making it an area ripe for innovative approaches such as the use of LLMs. This paper provides a comprehensive review of the utilization of LLMs in software testing. It analyzes 102 relevant studies that have used LLMs for software testing, from both the software testing and LLMs perspectives. The paper presents a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative. It also analyzes the commonly used LLMs, the types of prompt engineering that are employed, as well as the accompanied techniques with these LLMs. It also summarizes the key challenges and potential opportunities in this direction. This work can serve as a roadmap for future research in this area, highlighting potential avenues for exploration, and identifying gaps in our current understanding of the use of LLMs in software testing. ","The utilization of large language models in software testing is a burgeoning field that holds great potential for improving software quality and reliability."
"Large Language Models for Software Engineering: A Systematic Literature Review","https://scispace.com/paper/large-language-models-for-software-engineering-a-systematic-1j69c9384z","2023","Preprint","","Xinyi Hou
Yanjie Zhao
Yue Liu
Yang Zhou
Kailong Wang
Li Li
Xiapu Luo
David Lo
John Grundy
Haoyu Wang","10.48550/arxiv.2308.10620","","Large Language Models (LLMs) have significantly impacted numerous domains, including Software Engineering (SE). Many recent publications have explored LLMs applied to various SE tasks. Nevertheless, a comprehensive understanding of the application, effects, and possible limitations of LLMs on SE is still in its early stages. To bridge this gap, we conducted a systematic literature review on LLM4SE, with a particular focus on understanding how LLMs can be exploited to optimize processes and outcomes. We collect and analyze 229 research papers from 2017 to 2023 to answer four key research questions (RQs). In RQ1, we categorize different LLMs that have been employed in SE tasks, characterizing their distinctive features and uses. In RQ2, we analyze the methods used in data collection, preprocessing, and application highlighting the role of well-curated datasets for successful LLM for SE implementation. RQ3 investigates the strategies employed to optimize and evaluate the performance of LLMs in SE. Finally, RQ4 examines the specific SE tasks where LLMs have shown success to date, illustrating their practical contributions to the field. From the answers to these RQs, we discuss the current state-of-the-art and trends, identifying gaps in existing research, and flagging promising areas for future study. ","A systematic literature review on LLM4SE focusing on optimizing processes and outcomes through LLMs in software engineering. Categorizing LLMs, analyzing data collection and preprocessing methods, investigating optimization and evaluation strategies, and examining successful applications."
"The role of Reinforcement Learning in software testing","https://scispace.com/paper/the-role-of-reinforcement-learning-in-software-testing-50vnc0h6vr","2023","Journal Article","Information & Software Technology","Amr Abo-eleneen
A. Palliyali
Cagatay Catal","10.1016/j.infsof.2023.107325","","Software testing is applied to validate the behavior of the software system and identify flaws and bugs. Different machine learning technique types such as supervised and unsupervised learning were utilized in software testing. However, for some complex software testing scenarios, neither supervised nor unsupervised machine learning techniques were adequate. As such, researchers applied Reinforcement Learning (RL) techniques in some cases. However, a systematic overview of the state-of-the-art on the role of reinforcement learning in software testing is lacking. The objective of this study is to determine how and to what extent RL was used in software testing. In this study, a Systematic Literature Review (SLR) was conducted on the use of RL in software testing, and 40 primary studies were investigated. This study highlights different software testing types to which RL has been applied, commonly used RL algorithms and architecture for learning, challenges faced, advantages and disadvantages of using RL, and the performance comparison of RL-based models against other techniques. RL has been widely used in software testing but has almost narrowed to two applications. There is a shortage of papers using advanced RL techniques in addition to multi-agent RL. Several challenges were presented in this study. ","This systematic literature review investigates the application of Reinforcement Learning (RL) in software testing, highlighting its usage, algorithms, architecture, challenges, advantages, and disadvantages, and compares its performance with other techniques in various software testing types."
"The Evolving Role of Artificial Intelligence in Software Testing: Prospects and Challenges","https://scispace.com/paper/the-evolving-role-of-artificial-intelligence-in-software-2fl5r485li","2024","Journal Article","International Journal For Multidisciplinary Research","Md. Abul Hayat
Md. Fokhray Hossain","10.36948/ijfmr.2024.v06i02.14783","","Artificial intelligence (AI) refers to a machine's capacity for operations typically performed by human intelligence, such as learning, thinking, solving problems, and making decisions. Machine learning, neural networks, expert systems, and rule-based systems are all used in artificial intelligence. AI employs methods and algorithms to process data, draw conclusions from patterns and laws, and enhance performance over time. A software application or product's intended functionality is evaluated and verified through the process of software testing. The benefits of testing include the prevention of bugs, decreased development costs, and improved performance. Through test generation, test data generation, and automated test script writing, AI can be used in software testing to enhance the quality of our product and the manual testing processes. Software testing is a time-consuming, laborious, and tiresome process. Automation solutions have been created to help with automating some testing process operations in order to increase quality and delivery time. As continuous integration and delivery (CI/CD) pipelines are added, automation systems gradually lose part of their usefulness. The testing community is looking to AI to fill the gap because AI has the capacity to check the code for flaws and defects without the need for any human intervention and much more quickly than humans. In this study, we want to comprehend the effects of AI technology on various STLC tasks or components of software testing. The study also makes an effort to pinpoint and explain some of the biggest challenges faced by software testers when implementing AI in testing. The report also suggests several significant potential contributions of AI to the field of software testing.","AI is revolutionizing software testing by automating test generation, data generation, and script writing. It enhances the quality of software and reduces development costs. However, challenges exist in implementing AI in testing, such as the integration of AI with CI/CD pipelines and the need for training data."
"Artificial Intelligence Role in Software Automation Testing","https://scispace.com/paper/artificial-intelligence-role-in-software-automation-testing-618cx0uz8ywg","2024","Proceedings Article","","Akil Awad
Mahmoud H. Qutqut
Ali Ahmed
Fatima Alhaj
Fadi Almasalha","10.1109/dasa63652.2024.10836630","","Artificial intelligence (AI) significantly influences the systems and applications that underpin modern life. Large datasets are generated from diverse sources. Hence, there is a need for effective data monitoring, processing, and reporting, which is crucial for making influential decisions. In developing complex software systems, AI has become essential for ensuring rigorous testing that aligns with business requirements within constrained timelines. The main advantage of AI in software testing lies in its ability to enhance accuracy and streamline repetitive tasks, ultimately reducing the time required for testing. To this end, this paper explores the role of AI in automated software testing, critically analyzing the limitations of traditional automated testing methods, which often struggle with inconsistent bug detection and have limited adaptability across different environments. By expanding test coverage and addressing these limitations, AI-driven tools can significantly enhance testing efficiency. Additionally, we investigate various AI-based tools designed to optimize software testing and strengthen quality assurance processes.","This paper explores AI's role in automated software testing, enhancing accuracy and efficiency by addressing limitations of traditional methods, expanding test coverage, and optimizing testing processes with AI-driven tools and quality assurance processes."
"The Role of Artificial Intelligence in Enhancing Test Automation: Current Trends and Future Directions","https://scispace.com/paper/the-role-of-artificial-intelligence-in-enhancing-test-6vz5ohllyp19","2024","Journal Article","International journal of science and research","Narendra Kumar Ale","10.21275/sr24717102838","",": This paper investigates the integration of Artificial Intelligence (AI) in test automation, highlighting current trends and future directions. It examines the key innovations in AI - powered test automation, its applications across various software development environments, and the challenges faced in its implementation. The paper aims to provide insights into how AI is transforming test automation and its potential future impact on software quality assurance.","This paper explores AI's integration in test automation, highlighting current trends, innovations, and applications, while discussing challenges and future directions, aiming to provide insights into AI's transformative impact on software quality assurance and testing."
"New Approaches to Automated Software Testing Based on Artificial Intelligence","https://scispace.com/paper/new-approaches-to-automated-software-testing-based-on-4v5ker9907tv","","","","Yuli Zhang","10.1109/icaice63571.2024.10863866","","With the increasing complexity of software development, traditional automated testing methods face significant challenges in efficiency and coverage. This paper proposes a novel AI-driven automated testing method aimed at optimizing test case generation and selection through machine learning and deep learning techniques. Experimental results demonstrate that this approach significantly enhances test coverage and accuracy, addressing limitations inherent in existing methods. This research provides new insights for automation and intelligence in the field of software testing, advancing the application of artificial intelligence in software engineering.","This paper proposes an AI-driven automated testing method using machine learning and deep learning to optimize test case generation and selection, significantly enhancing test coverage and accuracy, addressing limitations in existing methods and advancing AI in software engineering."
"Enhancing Software Testing with Machine Learning","https://scispace.com/paper/enhancing-software-testing-with-machine-learning-1h3sdandcu0x","2023","Journal Article","International journal of scientific research in computer science, engineering and information technology","Mouna Mothey","10.32628/cseit2390682","","Software testing is essential for ensuring software quality and reliability but remains a resource-intensive process. Machine Learning (ML) holds promise for automating and optimizing testing activities, including test case generation, fault detection, and test prioritization. By leveraging predictive analytics and ML algorithms, testing becomes more effective, accurate, and adaptable. However, challenges such as the need for large, high-quality datasets and generalizability across software systems must be addressed. This report highlights ML's potential to revolutionize software testing while emphasizing the need for further empirical validation and careful model fine-tuning. ","Machine Learning (ML) enhances software testing by automating and optimizing activities like test case generation, fault detection, and prioritization, but requires large, high-quality datasets and careful model fine-tuning for effective implementation."
"Enhancing Software Testing with Machine Learning","https://scispace.com/paper/enhancing-software-testing-with-machine-learning-58tit9n1fygz","2023","Journal Article","","Mouna Mothey","10.52783/kjml.250","","Software testing is one of the most critical processes toward achieving software quality and reliability. However, this is a time-consuming and resource-intensive process. Integration of Machine Learning into such a process in software testing could be seen as promising for automating or optimising such processes. This report discusses how ML techniques can assist in streamlining some of these testing activities, such as test case generation, fault detection, and test prioritization. Predictive analytics and ML algorithms make testing better in terms of effectiveness, accuracy, and adaptability. Although much has been accomplished, there are many issues related to fully implementing ML in traditional testing frameworks that still need research. ","This report explores the integration of Machine Learning (ML) in software testing to automate and optimize processes, such as test case generation, fault detection, and prioritization, enhancing effectiveness, accuracy, and adaptability, but highlights remaining research gaps."
"Artificial Intelligence Applied to Software Testing: A Literature Review","https://scispace.com/paper/artificial-intelligence-applied-to-software-testing-a-328s9kwhoe","2020","Proceedings Article","Iberian Conference on Information Systems and Technologies","Rui Lima
António Miguel Rosado da Cruz
Jorge Ribeiro","10.23919/CISTI49556.2020.9141124","","In the last few years Artificial Intelligence (AI) algorithms and Machine Learning (ML) approaches have been successfully applied in real-world scenarios like commerce, industry and digital services, but they are not a widespread reality in Software Testing. Due to the complexity of software testing, most of the work of AI/ML applied to it is still academic. This paper briefly presents the state of the art in the field of software testing, applying ML approaches and AI algorithms. The progress analysis of the AI and ML methods used for this purpose during the last three years is based on the Scopus Elsevier, web of Science and Google Scholar databases. Algorithms used in software testing have been grouped by test types. The paper also tries to create relations between the main AI approaches and which type of tests they are applied to, in particular white-box, grey-box and black-box software testing types. We conclude that black-box testing is, by far, the preferred method of software testing, when AI is applied, and all three methods of ML (supervised, unsupervised and reinforcement) are commonly used in black-box testing being the “clustering” technique, Artificial Neural Networks and Genetic Algorithms applied to “fuzzing” and regression testing.","It is concluded that black-box testing is, by far, the preferred method of software testing, when AI is applied, and all three methods of ML are commonly used in black- box testing being the “clustering” technique, Artificial Neural Networks and Genetic Algorithms applied to “fuzzing” and regression testing."
"AI-Driven Automation: Framework Strategies, Challenges, and Future Directions","https://scispace.com/paper/ai-driven-automation-framework-strategies-challenges-and-3yyveue1266m","2024","Journal Article","International Journal of Advanced Research in Science, Communication and Technology","Vinaysimha Varma Yadavali","10.48175/ijarsct-22398","","Artificial intelligence (AI) is transforming software testing, introducing new levels of speed, adaptability, and precision to automation frameworks. This paper provides a comprehensive overview of AI-driven testing automation frameworks, examining the unique features, advantages, and limitations of various approaches. As the demand for rapid and reliable software development grows, AI-based testing has emerged as a solution that not only streamlines test creation but also enhances error detection and improves maintenance efficiency. Frameworks powered by machine learning, natural language processing (NLP), and self-healing capabilities allow teams to automate complex testing scenarios with reduced manual intervention, adapting intelligently to changes in software behavior and user interfaces. This study outlines the main types of AI-driven frameworks, such as machine learning-based testing, robotic process automation (RPA), and NLP-driven tools, highlighting how each is suited to specific testing needs. Additionally, we explore critical factors influencing framework selection, including team expertise, project requirements, scalability, and compatibility with existing tools. A detailed analysis of trade-offs associated with each framework type helps decision-makers understand the balance between flexibility, cost, and functionality, enabling a more strategic approach to automation. Looking forward, the paper delves into future trends shaping the field, such as autonomous testing, codeless frameworks, and AI’s role in ethical and sustainable testing practices. These advancements promise to redefine automation, making testing more accessible and impactful across diverse industries. By offering insights into both current practices and emerging trends, this paper equips software practitioners and organizations with the knowledge needed to effectively adopt AI-driven testing solutions that align with their goals and resources. ","This paper provides a comprehensive overview of AI-driven testing automation frameworks, examining their features, advantages, and limitations, and outlining future trends shaping the field, including autonomous testing and codeless frameworks."
